SOG,Duration
8.78482,751
13.896289,511
10.065692,662
10.045317,661
12.587612,556
11.441903,598
9.797571,699
12.591311,632
11.51562,623
10.225648,693
11.31399,642
10.554268,656
10.981846,649
10.850762,655
9.895742,727
10.729909,660
10.257917,723
10.316017,693
11.068819,635
9.992572,735
11.158983,629
8.665677,800
8.995541,803
9.166773,789
10.78552,664
13.4125,548
11.993844,612
11.87651,610
11.293925,641
11.895042,595
11.882746,538
11.882746,538
10.087518,711
10.087518,711
10.087518,711
11.943193,605
11.943193,605
11.943193,605
11.518669,616
11.518669,616
11.518669,616
9.018908,750
9.018908,750
9.018908,750
12.24641,570
12.24641,570
12.24641,570
9.083824,748
9.083824,748
10.201138,703
11.661515,659
9.987037,701
10.085112,711
12.736943,604
8.486026,780
11.116532,617
13.183243,710
11.711317,739
10.201138,703
10.201138,703
14.079555,493
9.705487,728
9.705487,728
9.705487,728
8.984244,786
8.984244,786
14.10364,525
10.305324,694
10.305324,694
10.305324,694
9.263928,778
9.263928,778
9.263928,778
9.4654,762
9.4654,762
9.4654,762
12.378397,573
9.899429,700
9.422237,760
13.363985,546
11.699357,621
10.697317,672
9.218232,723
10.035112,711
11.042675,632
8.809963,802
13.395686,509
15.422838,450
10.990755,661
12.943273,549
9.156556,755
15.196026,452
11.889431,614
13.209701,539
13.75697,495
12.247104,518
14.27336,502
10.676766,647
10.886922,632
8.729205,768
13.502335,514
12.377323,537
14.379842,507
13.963115,488
14.113917,503
10.107102,715
13.037912,547
11.184603,643
12.84058,551
11.501623,615
10.712158,662
14.0192,499
11.70813,616
13.883433,502
11.61533,703
13.467232,531
12.17663,567
12.239388,555
13.290459,546
12.044035,570
13.058692,540
14.365863,496
13.05027,555
11.612812,600
12.867523,544
13.051277,548
10.720435,691
13.28515,531
13.093358,541
13.093358,541
13.093358,541
9.083824,748
14.079555,493
14.079555,493
8.984244,786
14.10364,525
14.10364,525
12.378397,573
13.627462,530
14.451717,494
12.451923,571
12.143367,587
15.123591,478
13.765905,525
13.614479,519
11.569756,615
12.365867,547
11.001218,664
10.045214,678
14.1468,499
13.776172,521
12.277358,584
13.067098,543
13.502109,568
13.31673,525
14.501282,468
13.96502,510
11.847764,559
13.709942,511
13.819005,518
11.634054,614
16.187891,425
16.390114,426
15.4425,456
12.057357,581
12.030383,585
12.552861,547
11.2004,536
15.113738,466
15.324555,450
15.141877,440
15.155749,454
14.933692,457
13.441401,516
13.05623,528
13.662903,510
13.847619,510
13.764952,489
14.807857,442
15.501606,423
14.924286,434
14.638567,470
7.680198,241
13.871383,486
15.037349,424
13.830081,492
14.766761,473
12.109538,553
13.230061,505
13.153312,524
13.016879,525
14.159621,501
14.183333,486
14.735664,460
14.895045,457
16.119231,408
11.96546,591
13.712211,503
14.816438,463
13.77678,497
12.496479,505
13.170423,531
15.76925,452
15.427138,442
15.727181,440
16.072299,447
15.505484,454
12.234628,573
13.594236,523
13.771242,510
13.375872,523
12.782584,549
11.817337,553
13.132229,545
12.782637,539
11.722078,610
12.892476,540
12.502077,556
12.978528,532
13.556021,522
14.102456,470
12.342063,571
13.797035,518
13.484,524
12.947222,551
12.550949,563
13.235135,547
13.894984,514
13.69082,523
13.12459,543
13.21875,538
12.619394,547
13.601256,523
15.474138,466
15.328287,432
14.157098,513
13.665686,492
13.422917,488
16.580427,414
13.227707,513
15.673735,462
15.055346,463
15.469163,437
15.815033,430
15.561502,432
12.026289,566
13.793103,491
13.743165,507
13.704348,504
12.664985,517
13.394904,499
13.904392,511
14.525344,488
14.507906,515
11.67514,625
15.5344,456
17.141135,423
14.465541,490
13.607471,536
13.452482,549
13.45817,517
13.192593,503
13.628148,480
11.885561,604
15.84589,454
11.453812,608
16.316279,449
14.728223,458
15.994161,417
16.295486,420
13.133791,485
16.9064,420
14.321622,445
16.859864,435
13.5,531
13.967808,494
12.928283,545
13.074729,539
13.893269,477
13.619681,531
11.727912,617
15.165347,451
16.151211,422
15.383643,443
15.792632,436
14.908156,471
11.990686,601
12.713677,578
13.216702,551
13.283598,531
13.597877,530
11.803641,605
13.399554,533
12.859306,537
12.896061,529
13.053374,523
13.000583,535
13.650425,515
13.34898,527
13.408146,529
15.132432,460
15.721825,446
15.257299,450
15.634737,452
15.788214,444
12.374441,577
13.179425,551
13.317971,532
13.802294,530
13.881781,528
13.588506,517
11.762079,600
13.18371,561
14.178959,510
12.72087,533
12.867521,540
13.663121,499
13.258511,508
10.982209,628
12.31571,555
12.903939,535
14.390747,459
12.120178,552
12.983333,519
12.782085,520
12.822403,504
12.372,535
12.27837,540
12.116092,559
12.715016,540
11.521647,574
14.067586,483
12.957377,522
13.610072,497
12.058,554
13.620553,453
13.65963,516
13.989764,466
12.973832,468
11.217337,588
14.058868,484
13.818699,475
13.239404,532
13.054392,521
12.836686,467
13.382993,516
11.820659,593
13.410839,524
14.517308,461
14.21,575
13.080328,529
12.293403,445
13.039117,527
12.722074,533
13.176358,518
12.787576,538
13.381996,535
13.025656,512
13.839306,501
13.782333,502
11.168009,603
12.808434,544
13.666187,487
13.670725,494
14.341758,456
15.564822,434
14.274823,471
15.275573,427
14.531618,446
15.650153,441
10.987608,616
12.340122,560
13.253571,526
12.467593,557
14.205822,469
12.576685,555
11.820581,598
13.691111,496
13.768857,510
12.218844,568
14.164478,501
11.816129,591
13.4,476
13.175549,540
15.793939,441
15.992208,447
14.564721,471
14.594718,447
17.761404,339
11.63553,593
12.099684,569
14.113043,471
12.04526,543
12.232673,549
12.022936,567
12.492977,519
14.30747,500
12.44006,531
14.947967,455
14.466135,446
13.223,518
17.284524,413
14.421348,430
13.86413,506
15.922308,419
13.023662,503
15.27351,432
13.780357,505
15.440331,452
11.834125,597
11.250301,600
12.619432,572
12.157576,566
12.078409,564
12.832609,500
12.944279,540
12.766901,510
14.334884,411
15.011765,402
15.000364,438
14.811373,438
14.003901,477
10.865583,571
12.147059,568
15.398802,480
13.596032,494
11.299351,625
14.453646,484
16.159551,404
13.922857,462
16.014173,432
14.514,445
12.587444,587
15.649451,476
14.294268,514
14.00963,426
9.721622,159
13.82839,459
14.252778,498
14.129032,475
14.730576,450
14.147811,486
13.455375,501
13.64711,507
13.256429,508
14.593478,432
14.064983,477
16.065517,379
15.007469,444
11.898554,597
12.16869,557
13.093594,527
13.544772,514
12.739791,559
12.128152,587
12.074286,569
13.611615,513
13.208607,509
13.443274,542
12.963187,529
13.110674,522
12.996834,554
13.73753,507
11.489982,629
14.990462,468
14.699696,465
13.78022,475
14.503297,436
12.786742,483
11.833735,593
13.668772,514
12.038304,571
12.478341,439
13.209524,527
12.350365,539
12.603333,542
14.222458,463
12.592683,546
12.211014,554
13.044076,543
13.530754,542
13.663218,533
13.713018,543
14.0202,529
14.826933,495
14.236239,506
12.818256,563
13.868344,523
13.022075,563
11.564192,619
13.580479,526
12.030233,526
13.056828,553
13.033199,557
13.221815,553
13.74948,530
14.943443,471
10.94359,618
15.363082,447
14.854724,456
11.99571,578
15.317726,439
15.249785,439
14.564685,450
17.291795,429
16.025,434
14.881139,454
16.695181,437
15.268904,477
13.765479,530
14.183498,481
14.537075,458
12.946696,563
14.303922,470
14.923684,480
11.393421,619
12.588487,505
12.693141,511
11.486486,511
13.544196,497
11.587616,525
11.51348,493
13.458421,432
12.071893,543
13.8925,451
10.1867,588
7.548837,82
12.241223,531
12.691169,499
10.010256,613
9.309649,622
13.123741,562
13.7768,477
13.63271,430
14.525559,484
12.439355,615
14.087153,558
13.564147,504
11.070323,576
13.156037,527
13.75316,430
12.834307,496
11.011923,531
12.418578,631
12.408475,558
12.676154,531
9.635119,218
11.946499,604
11.127937,593
8.106486,238
12.233333,621
9.969072,532
10.017323,484
13.165116,573
14.371831,442
14.615704,466
15.345485,429
10.626765,610
11.856825,492
11.971692,489
12.371287,469
10.919962,619
13.645079,454
12.307087,518
12.705147,544
12.469253,549
10.174293,593
12.806061,481
10.054131,558
12.597583,535
12.006633,509
11.158894,550
13.015625,497
12.068529,548
12.164365,559
11.873762,544
11.090385,478
12.099303,551
12.395733,537
11.973288,509
12.737037,487
11.646178,530
11.788961,567
12.024653,543
12.645926,513
12.841197,510
12.948936,499
13.651532,485
12.012624,506
11.237829,557
12.296377,500
12.338686,511
12.708587,514
11.622281,578
12.186478,535
11.703828,587
12.479856,511
12.769853,512
11.939196,561
12.41129,537
10.733333,13
13.158451,559
11.015033,608
12.92735,496
12.543,516
12.60099,478
10.859386,561
11.839145,533
12.053618,560
11.457143,531
12.245485,498
10.195879,568
11.31445,546
10.990323,562
11.648232,547
12.157095,517
10.733564,603
13.89812,455
11.75199,568
13.75451,458
13.883922,457
13.145324,490
12.994792,499
12.277273,537
12.598616,500
13.121262,488
13.463732,476
12.421327,544
13.089165,518
12.546212,499
13.657219,510
13.467492,487
12.465373,495
11.762914,512
11.684615,546
10.277273,626
11.913669,558
12.592958,524
11.937847,564
12.462647,528
11.382866,566
12.272912,547
12.43374,503
11.966163,509
12.786755,445
12.011111,549
11.935294,546
12.189174,555
12.043522,543
12.362411,515
12.374,539
12.052973,552
12.936215,524
12.454976,539
11.326039,494
11.306977,549
11.18815,509
12.011,546
11.812013,552
14.464649,473
12.641505,539
12.276,540
12.282783,543
12.671178,523
11.565574,545
11.40375,587
11.356452,562
12.240136,537
12.615686,529
12.59026,532
12.011385,561
12.004775,558
14.320378,489
12.144876,547
11.629371,547
11.948361,555
12.634857,510
10.549733,593
13.297541,488
11.6,474
12.602841,523
12.961338,504
13.12379,499
12.868193,525
14.433713,481
11.406485,569
11.429655,540
17.194815,405
12.77006,543
12.452586,527
12.143434,558
12.197273,549
12.690476,538
12.259563,566
13.194839,519
13.502073,503
12.448276,537
12.169968,533
11.446857,561
12.263518,524
13.064912,438
12.598007,553
11.365436,575
13.177308,505
12.489247,516
11.185993,560
12.267967,535
11.9445,558
13.49805,497
11.917627,559
12.529274,537
12.368919,537
13.63284,483
12.502827,513
12.141487,568
12.771046,533
12.889722,525
12.588771,536
11.816268,561
12.97746,525
12.176027,517
12.728782,515
13.185507,499
12.202817,539
11.342296,579
11.551034,552
11.316825,557
12.037681,453
11.684226,556
11.894595,559
12.037011,538
11.277076,566
11.520736,569
11.815493,563
12.56412,508
12.89699,510
12.759149,538
12.470954,542
11.767732,554
13.237421,505
13.44967,497
13.456776,519
13.305752,502
13.549571,510
11.471572,565
11.753214,537
15.611272,430
13.272109,515
13.132911,510
10.677778,582
11.456489,594
12.259684,521
11.674161,556
13.654209,510
12.382813,522
11.696095,575
13.204878,503
13.319216,485
12.484323,530
11.291738,566
12.886571,532
13.299649,479
14.205397,506
11.8097,538
14.886018,456
13.715249,521
11.660674,537
13.400669,483
11.771515,575
12.101194,589
12.029771,528
12.49182,544
12.451948,512
11.892508,544
11.09122,584
12.115337,536
12.191724,530
11.181404,570
13.568537,512
11.551211,557
11.463158,576
13.003892,528
11.54898,551
11.274157,530
12.339447,540
12.771284,478
11.091331,577
12.329114,547
11.661883,538
14.195161,528
12.1375,536
13.398925,475
12.118621,572
12.768132,470
11.556184,567
11.458657,547
11.462717,506
12.356688,561
10.584848,614
12.150515,554
13.06,525
12.971171,493
12.240789,456
12.132,540
13.132544,516
12.3781,530
12.223636,528
10.757602,572
13.319608,471
12.435789,547
12.446183,525
12.450824,547
14.873684,415
13.412714,545
11.819462,559
13.36068,487
14.039922,461
13.262799,485
11.697313,554
13.967756,491
13.967756,491
13.967756,491
13.549571,510
13.549571,510
12.469901,555
12.792982,492
12.685345,511
10.956092,568
9.8,17
12.764179,528
12.308642,513
13.882818,487
9.162,146
13.204255,459
13.403191,542
10.905846,594
11.700395,579
12.799596,538
11.924503,553
12.369388,536
13.636299,465
13.654962,535
13.654962,535
13.654962,535
10.723125,566
10.669981,607
12.208365,521
12.172222,532
13.605114,461
12.7216,472
13.442086,474
11.68678,564
11.888079,560
13.286007,468
10.767069,579
10.701246,575
12.761029,480
13.305797,469
10.770405,585
13.067416,493
12.70627,469
12.26844,533
12.28324,537
11.386842,576
15.46526,431
14.259751,445
15.119346,441
13.325914,471
12.683183,597
12.621942,519
12.270677,535
11.800722,511
12.162006,527
15.190909,404
11.63007,565
13.499063,504
11.859091,547
12.772727,524
12.322135,536
13.211029,546
12.934473,537
12.413937,526
12.530502,523
12.547321,507
13.194465,490
11.433108,565
11.94375,532
13.823901,481
10.016749,565
12.496181,507
12.614148,489
12.512375,516
11.654595,568
12.251852,546
12.453674,535
9.587209,608
12.598099,529
12.574164,533
12.585479,487
12.885919,524
11.063441,571
12.609598,503
12.258099,503
13.634132,381
12.036491,533
11.9811,559
12.665863,513
13.006596,542
12.872093,517
14.311959,468
11.159385,589
11.884083,546
11.408525,547
11.854341,540
11.80027,552
11.270449,580
12.545485,536
12.662154,522
12.301796,535
11.936695,546
12.765472,506
11.49717,553
13.037255,486
12.094517,547
11.601974,574
12.160282,547
11.930029,591
11.966559,543
12.679355,543
10.801739,624
12.146012,539
12.614765,508
11.836458,548
13.599454,506
11.525641,549
12.745856,532
11.66875,622
13.467284,504
14.806711,474
12.049107,567
12.098649,560
12.968862,517
12.749689,554
11.916667,513
13.115593,479
12.424935,547
11.453109,578
12.226071,533
12.587983,514
12.891437,460
12.024561,537
14.530172,472
13.995276,439
15.130526,435
14.490681,463
14.270627,461
6.684694,149
16.66297,413
11.791163,592
14.078218,453
12.596358,534
12.925714,536
15.300952,429
13.586458,494
13.496237,549
14.949153,486
12.853125,507
15.921622,426
12.185759,576
15.016495,474
11.386895,623
13.75,480
15.357512,476
13.588248,529
15.728708,465
16.644473,441
16.779474,433
15.769606,461
16.37975,447
16.267359,433
16.601653,430
13.72646,486
15.81621,463
11.075445,605
10.379762,563
12.274406,501
6.966667,29
14.793814,451
14.181346,476
13.838873,522
11.748036,625
13.250746,415
15.491057,414
11.902732,547
12.980061,539
13.403,488
13.201548,520
15.118021,447
14.904348,451
15.859216,421
14.453395,477
11.291738,566
14.340469,485
12.772727,524
12.607385,532
13.211029,546
12.934473,537
12.121184,551
12.259177,544
11.083611,596
14.824451,472
14.65539,447
15.444364,441
11.220301,621
14.90632,437
13.950178,489
14.205397,506
13.228169,532
14.731095,452
15.477895,423
13.400669,483
12.584646,496
13.006596,542
12.57092,546
14.161922,473
14.309738,440
14.490681,463
14.270627,461
15.24065,464
14.351971,460
13.470234,492
12.189164,532
13.070801,538
12.548864,533
16.753494,410
15.428906,431
15.570833,441
14.574729,466
13.605763,488
15.648966,438
16.66297,413
13.272414,501
15.85873,412
13.817931,477
11.4152,333
12.596358,534
12.925714,536
12.64555,534
11.019417,627
15.401333,460
16.975,431
13.174834,486
12.666454,531
14.076453,488
10.710423,617
16.434058,438
11.563372,597
14.806711,474
12.563333,557
11.874038,495
14,532
12.80283,555
12.277976,563
13.586458,494
13.496237,549
15.038017,441
13.472973,499
13.574636,487
18.232018,351
15.475066,461
12.853125,478
13.756684,532
15.233492,477
16.904,413
15.921622,426
15.723664,458
12.999681,528
11.605191,578
12.714366,566
14.640453,471
13.414851,490
14.885146,480
15.016495,474
11.386895,623
13.104573,527
12.51028,535
13.33481,517
12.952837,531
13.75,480
15.181419,450
15.076375,462
15.357512,476
15.338989,447
15.539332,471
16.644473,441
16.779474,433
15.769606,461
14.46575,489
16.37975,447
16.267359,433
12.758228,531
14.31119,507
16.601653,430
13.72646,486
15.81621,463
17.769388,413
16.086455,448
15.654487,431
11.419932,593
12.139612,563
12.88645,530
12.989655,507
14.885287,488
14.867085,469
12.799617,501
12.026,527
9.364463,622
13.057343,488
11.34232,568
13.309325,509
11.436893,557
12.874074,481
12.254209,532
13.765022,464
13.529577,469
14.372414,488
14.329151,461
14.251984,473
10.797965,622
14.989701,447
15.098366,459
12.856215,542
15.095989,459
13.384722,537
16.1506,452
13.757143,499
13.07766,539
12.265449,556
13.080214,444
13.975521,468
13.605376,448
13.732129,500
12.631418,499
12.921481,513
13.88622,498
13.7,445
13.575318,524
12.844147,537
11.991358,599
11.906991,550
12.977778,547
13.114332,538
13.597927,528
12.861337,500
13.376727,515
12.019454,497
13.072779,542
13.115217,524
13.248446,539
12.428622,549
12.334295,551
12.024422,557
13.344379,507
12.747213,531
12.520717,496
13.847633,459
12.970934,513
11.795527,566
13.04332,479
14.369258,472
15.198842,426
13.079154,541
12.55534,501
13.411638,468
13.26726,465
12.317422,553
13.54684,495
12.91366,540
14.673571,448
12.713861,535
11.453495,585
13.481154,469
13.119014,506
14.245968,451
13.404286,513
13.618182,524
13.540113,497
13.352152,534
15.872209,460
13.634756,520
13.73037,453
12.688594,552
14.478701,477
13.895733,502
14.635789,439
12.32351,540
12.29544,485
12.993814,524
12.133429,582
13.908029,472
14.298134,433
13.309827,500
13.847195,502
12.640293,494
11.650298,551
15.302564,463
17.79214,352
16.551111,430
15.651815,429
13.573348,546
13.158515,430
13.148288,506
14.558779,444
13.878246,471
15.464723,444
13.722677,449
15.725441,452
15.550612,406
12.650177,541
13.960153,462
13.782375,488
14.857025,424
14.651765,434
14.977381,431
17.339306,508
11.488736,620
14.825377,485
13.368508,529
14.05732,519
14.842812,455
12.270588,555
14.13956,474
14.709206,464
12.795268,511
10.235604,599
12.534957,555
13.499063,504
13.015203,527
12.18685,554
14.275163,488
14.886018,456
15.130526,435
15.611864,447
10.839791,600
13.076299,539
13.930744,487
14.652838,449
11.791163,592
12.622559,511
15.300952,429
15.272727,441
14.128501,509
14.949153,486
17.268844,349
12.835537,535
13.620115,520
15.305587,465
12.185759,576
13.069907,540
13.192547,515
13.588248,529
15.728708,465
15.333594,426
15.686902,457
14.995556,470
13.147368,484
14.35566,502
13.758034,539
12.832155,531
13.2624,464
14.537358,447
15.235968,422
14.97551,429
15.971489,413
12.325762,584
12.071378,536
12.013131,506
13.219378,539
13.303118,541
13.997505,523
11.664157,577
12.947492,524
12.773145,535
12.841808,529
13.560422,537
13.626897,477
14.027362,475
14.869487,468
16.686984,412
14.165942,460
12.986275,523
13.682222,482
14.368301,479
15.049808,438
15.343769,452
14.885833,434
13.076149,500
14.593836,460
14.3,448
14.680784,441
15.508088,427
15.568996,415
14.989513,439
14.424013,494
14.429377,474
14.979355,468
14.650919,482
15.159211,451
11.075445,605
12.776062,544
12.802332,529
12.779931,505
11.868404,519
13.160748,553
14.877225,476
14.255197,496
15.863317,451
13.868608,499
12.869069,532
13.105858,476
14.414144,490
14.259943,491
14.122141,511
14.065625,498
14.213443,473
14.868595,427
15.362182,439
10.815946,632
12.207872,576
14.078218,453
12.762313,601
14.432,463
15.283043,434
15.649597,426
14.608889,449
10.82268,603
12.790574,537
12.405782,506
12.53902,618
16.362682,426
13.807018,466
13.142913,475
13.976834,461
14.346825,448
12.577876,464
15.496327,440
12.074848,582
13.589552,518
12.645556,503
14.3004,446
12.440824,501
14.405535,450
14.244792,394
12.94517,526
14.932505,496
12.992321,568
12.017434,569
12.818644,510
12.126163,565
15.240597,454
12.954335,529
13.252987,500
14.919328,471
11.290625,545
12.735816,506
11.864789,516
13.049281,509
14.10712,472
14.804235,446
14.627402,436
12.349063,558
14.372414,488
14.251984,473
12.856215,542
13.384722,537
11.668,590
13.901648,464
14.912009,493
12.876103,490
13.299273,522
13.470438,520
15.714041,436
13.291066,540
13.286452,534
14.40254,478
15.109831,484
18.214804,400
15.954936,402
15.066877,462
11.764236,598
13.66051,520
10.691156,566
13.3588,490
13.112868,537
13.080214,444
13.605376,448
13.732129,500
13.88622,498
13.7,445
11.921078,512
13.575318,524
12.844147,537
12.977778,547
13.597927,528
13.376727,515
11.860941,598
13.072779,542
13.375781,518
13.115217,524
14.373143,387
13.248446,539
13.69619,527
13.309643,494
12.334295,551
11.507317,560
12.244557,569
12.024422,557
13.542509,521
12.714047,529
12.943,514
13.179496,513
12.022901,607
12.747213,531
12.951899,535
12.520717,496
12.914685,548
13.847633,459
13.257703,537
12.970934,513
13.074277,536
11.67266,625
11.075445,605
14.405435,461
14.450562,440
11.795527,566
13.665763,482
13.04332,479
14.369258,472
14.447751,439
13.079154,541
11.658204,590
13.411638,468
12.568254,551
12.317422,553
11.483537,590
13.54684,495
13.475,494
12.91366,540
13.326296,522
12.713861,535
14.177133,467
13.481154,469
15.166421,433
13.119014,506
15.503468,451
13.404286,513
16.443385,422
13.618182,524
15.423324,459
13.352152,534
12.326642,588
13.634756,520
14.503604,490
12.688594,552
13.673427,526
13.895733,502
14.906969,466
12.32351,540
14.052174,472
12.133429,582
14.605755,469
13.908029,472
16.184647,412
11.34232,568
15.905357,419
13.309827,500
15.05458,444
12.640293,494
16.372455,427
11.785101,600
13.958904,476
13.020328,515
14.121277,470
13.218809,522
15.627707,436
15.043939,437
14.672659,444
15.576022,452
15.338522,470
11.7017,589
11.032132,558
13.483459,465
14.552672,449
12.382317,560
14.890945,456
14.685656,468
13.782375,488
12.874074,481
13.765022,464
12.220413,537
14.995556,470
13.120629,518
13.975521,468
10.965517,511
12.631418,499
12.921481,513
13.189687,554
14.378033,482
14.736626,460
15.288614,459
13.114332,538
10.788125,601
12.428622,549
13.344379,507
12.266667,487
9.364463,622
12.993814,524
12.580938,526
11.4152,333
10.379762,563
10.951786,602
14.110135,473
14.079693,455
15.028869,464
10.680825,593
13.057343,488
11.569326,604
10.106861,597
11.999701,542
13.599635,480
11.805353,583
11.977778,556
12.530337,600
13.451877,484
11.923134,618
12.026,527
9.857174,612
12.81893,463
14.161338,445
15.229577,456
14.340469,485
11.48608,608
13.888163,445
12.228859,570
