SOG,Duration
9.250139,719
10.874586,664
13.164825,544
11.019714,628
12.06735,584
14.848401,467
14.904348,482
15.263203,460
10.405255,666
11.856477,578
13.173051,589
10.253416,643
9.747324,709
14.467364,491
9.595514,690
9.884971,691
10.408258,670
9.193883,751
12.986422,546
10.718125,642
10.714375,639
14.308824,514
11.821346,608
13.954921,513
8.766446,756
10.213219,642
8.551625,769
12.042833,612
10.211374,633
14.066934,498
9.477063,719
13.944509,521
9.295257,737
9.636441,707
9.330506,731
12.61426,560
9.944126,699
13.906383,517
9.771576,678
15.055487,664
9.679499,685
12.370232,563
9.156011,756
9.07757,748
13.126531,541
10.850317,635
10.822629,738
12.823679,553
9.146483,724
8.785505,751
11.710784,618
8.962838,739
10.38009,667
12.409605,586
10.735861,632
9.110757,753
12.294349,587
