shiptype,Length,Breadth,Draught,SOG,TotalDistance,Duration,Route,Direct
70,152,22,4.9,12.263518,122.878055,524,FEL_ROT,1
79,139,22,6.259298,13.064912,105.52845,438,FEL_ROT,1
70,152,22,4.905349,12.598007,121.97322,553,FEL_ROT,1
70,152,22,4.999698,11.365436,122.004834,575,FEL_ROT,1
70,152,22,4.813077,13.177308,120.144626,505,FEL_ROT,1
70,152,22,5.096272,12.489247,120.900633,516,FEL_ROT,1
70,152,22,4.997264,11.185993,120.093461,560,FEL_ROT,1
70,152,22,4.997994,12.267967,124.539043,535,FEL_ROT,1
70,152,22,5,11.9445,123.359793,558,FEL_ROT,1
70,152,22,4.8,13.49805,126.263827,497,FEL_ROT,1
70,152,22,4.816136,11.917627,122.479792,559,FEL_ROT,1
70,152,22,4.8,12.529274,126.428529,537,FEL_ROT,1
70,152,22,4.818953,12.368919,122.213737,537,FEL_ROT,1
70,152,22,4.8,13.63284,124.283345,483,FEL_ROT,1
70,152,22,4.904947,12.502827,123.302704,513,FEL_ROT,1
70,152,22,4.8,12.141487,132.023731,568,FEL_ROT,1
70,152,22,4.8,12.771046,124.339581,533,FEL_ROT,1
70,152,22,4.8,12.889722,126.299579,525,FEL_ROT,1
70,152,22,4.9,12.588771,128.970697,536,FEL_ROT,1
70,152,22,4.9,11.816268,126.856693,561,FEL_ROT,1
70,152,22,4.802159,12.97746,124.381808,525,FEL_ROT,1
70,152,22,5,12.176027,121.144759,517,FEL_ROT,1
70,152,22,4.999668,12.728782,123.758796,515,FEL_ROT,1
70,152,22,4.997826,13.185507,123.134055,499,FEL_ROT,1
70,152,22,4.909366,12.202817,123.807093,539,FEL_ROT,1
71,207,30,7.7,10.319807,132.061931,1825,FEL_ROT,1
70,152,22,4.997644,11.342296,126.41168,579,FEL_ROT,1
70,152,22,4.998034,11.551034,129.034171,552,FEL_ROT,1
70,152,22,4.907778,11.316825,122.2917,557,FEL_ROT,1
70,152,22,4.812319,12.037681,98.446257,453,FEL_ROT,1
70,152,22,4.55253,11.684226,125.062726,556,FEL_ROT,1
70,152,22,4.720068,11.894595,123.092345,559,FEL_ROT,1
70,152,22,4.80363,12.037011,120.996791,538,FEL_ROT,1
70,152,22,4.994817,11.277076,121.615066,566,FEL_ROT,1
70,152,22,4.998696,11.520736,119.448065,569,FEL_ROT,1
70,152,22,5,11.815493,125.821339,563,FEL_ROT,1
71,207,30,8.2,12.89027,109.199003,1112,FEL_ROT,1
70,152,22,5,12.56412,123.907047,508,FEL_ROT,1
70,152,22,5,12.89699,121.347647,510,FEL_ROT,1
70,152,22,4.9,12.759149,128.261282,538,FEL_ROT,1
70,152,22,4.8,12.470954,130.164625,542,FEL_ROT,1
70,152,22,4.809776,11.767732,121.459928,554,FEL_ROT,1
70,152,22,4.8,13.237421,123.397018,505,FEL_ROT,1
70,152,22,4.9,13.44967,126.423068,497,FEL_ROT,1
70,152,22,4.8,13.456776,130.416945,519,FEL_ROT,1
70,152,22,4.9,13.305752,121.839343,502,FEL_ROT,1
71,139,22,6.3,13.549571,126.768755,510,FEL_ROT,1
70,152,22,4.813645,11.471572,121.010359,565,FEL_ROT,1
70,152,22,4.623786,11.753214,122.00965,537,FEL_ROT,1
70,152,22,4.500578,15.611272,122.843618,430,FEL_ROT,1
70,152,22,4.9,13.272109,128.775245,515,FEL_ROT,1
70,152,22,4.6,13.132911,122.446261,510,FEL_ROT,1
70,152,22,4.819938,10.677778,121.850419,582,FEL_ROT,1
70,152,22,4.9,11.456489,129.909308,594,FEL_ROT,1
70,152,22,4.720277,12.259684,121.129071,521,FEL_ROT,1
70,152,22,4.810268,11.674161,123.2399,556,FEL_ROT,1
70,152,22,4.8,13.654209,129.876881,510,FEL_ROT,1
70,152,22,4.8,12.382813,122.354782,522,FEL_ROT,1
70,152,22,4.8,11.696095,128.242065,575,FEL_ROT,1
70,152,22,4.8,13.204878,126.43607,503,FEL_ROT,1
71,151,24,7.43,13.319216,121.628548,485,FEL_ROT,1
72,400,58,13.51,12.484323,131.830713,530,FEL_ROT,1
70,197,26,6.58,10.951359,131.242663,2781,FEL_ROT,1
70,197,26,6.58,11.902732,133.610017,758,FEL_ROT,1
70,197,26,6.58,13.201548,138.965441,1017,FEL_ROT,1
71,151,24,7.43,10.191391,123.814471,800,FEL_ROT,1
70,197,26,6.58,14.709206,131.134198,721,FEL_ROT,1
70,197,26,6.58,11.291738,132.461773,566,FEL_ROT,1
70,197,26,6.58,12.795268,132.946265,656,FEL_ROT,1
71,151,24,7.43,12.886571,142.298769,532,FEL_ROT,1
70,197,26,6.58,11.083611,132.730978,872,FEL_ROT,1
70,197,26,6.58,14.65539,131.06308,742,FEL_ROT,1
71,151,24,7.43,13.299649,122.198444,479,FEL_ROT,1
70,197,26,6.58,15.444364,129.11795,737,FEL_ROT,1
70,197,26,6.58,14.90632,130.553976,899,FEL_ROT,1
70,197,26,6.58,14.205397,247.259099,506,FEL_ROT,0
70,197,26,6.58,13.228169,132.195919,1012,FEL_ROT,1
79,400,59,13.37,11.8097,128.940445,538,FEL_ROT,1
70,197,26,6.58,10.458145,134.940192,1664,FEL_ROT,1
70,197,26,6.58,14.886018,130.276937,456,FEL_ROT,1
71,151,24,7.43,13.715249,134.955067,521,FEL_ROT,1
70,197,26,6.58,14.731095,130.742274,1028,FEL_ROT,1
70,152,22,4.97,11.660674,124.763237,537,FEL_ROT,1
70,197,26,6.58,13.400669,130.562826,483,FEL_ROT,1
70,197,26,6.58,12.584646,128.718039,1002,FEL_ROT,1
71,151,22,7.52,11.771515,134.713607,575,FEL_ROT,1
70,135,22,7.61,12.101194,138.638649,589,FEL_ROT,1
72,400,58,13.51,12.029771,127.817185,528,FEL_ROT,1
71,152,22,4.87,12.49182,131.317057,544,FEL_ROT,1
71,152,22,4.87,12.451948,124.889659,512,FEL_ROT,1
70,152,22,4.97,11.892508,123.576158,544,FEL_ROT,1
70,152,22,4.97,11.09122,125.38323,584,FEL_ROT,1
71,152,22,4.87,12.115337,123.596339,536,FEL_ROT,1
71,152,22,4.87,12.191724,125.88464,530,FEL_ROT,1
79,294,32,11.12,9.724802,130.174837,895,FEL_ROT,1
71,152,22,4.87,11.181404,122.650753,570,FEL_ROT,1
71,366,52,12.28,13.568537,128.48943,512,FEL_ROT,1
71,152,22,4.87,11.551211,122.90471,557,FEL_ROT,1
71,152,22,4.87,11.463158,122.387867,576,FEL_ROT,1
71,152,22,4.87,13.003892,123.40818,528,FEL_ROT,1
71,152,22,4.804286,11.54898,117.812962,551,FEL_ROT,1
71,152,22,4.740112,11.274157,120.217165,530,FEL_ROT,1
0,400,59,13.747487,12.339447,126.780696,540,FEL_ROT,1
71,152,22,4.709764,12.771284,112.899957,478,FEL_ROT,1
71,152,22,4.806718,11.091331,123.385885,577,FEL_ROT,1
71,152,22,4.87,12.329114,125.15988,547,FEL_ROT,1
71,152,22,4.87,11.661883,123.575198,538,FEL_ROT,1
79,139,22,6.65,14.195161,131.733008,528,FEL_ROT,1
71,152,22,4.87,12.1375,120.693648,536,FEL_ROT,1
71,152,22,4.87,13.398925,107.242096,475,FEL_ROT,1
71,152,22,4.87,12.118621,120.438676,572,FEL_ROT,1
71,266,37,9.62,8.97343,120.814141,1949,FEL_ROT,1
71,152,22,4.87,12.768132,107.725133,470,FEL_ROT,1
79,294,32,11.12,10.516026,119.492416,789,FEL_ROT,1
71,152,22,4.801731,11.556184,121.794451,567,FEL_ROT,1
71,152,22,4.804947,11.458657,123.98403,547,FEL_ROT,1
71,366,48,12.939104,11.462717,126.615093,506,FEL_ROT,1
79,139,22,6.65,11.286591,209.462791,636,FEL_ROT,1
71,152,22,4.87,12.356688,129.065403,561,FEL_ROT,1
71,366,48,12.8,10.584848,127.479958,614,FEL_ROT,1
71,152,22,4.87,12.150515,116.442449,554,FEL_ROT,1
71,152,22,4.87,13.06,118.016623,525,FEL_ROT,1
71,152,22,4.87,12.971171,118.932154,493,FEL_ROT,1
71,152,22,4.87,12.240789,106.294121,456,FEL_ROT,1
79,139,22,6.65,11.0752,116.50159,1142,FEL_ROT,1
71,152,22,4.87,12.132,117.925609,540,FEL_ROT,1
71,400,58,13.76355,13.132544,120.782467,516,FEL_ROT,1
71,152,22,4.9,12.3781,125.044651,530,FEL_ROT,1
71,152,22,4.807891,12.223636,121.910263,528,FEL_ROT,1
73,318,43,10.265205,10.757602,125.708566,572,FEL_ROT,1
79,294,32,9.164771,13.319608,121.414224,471,FEL_ROT,1
71,152,22,4.815684,12.435789,117.634194,547,FEL_ROT,1
71,152,22,4.898053,12.446183,120.005217,525,FEL_ROT,1
71,152,22,4.8,12.450824,126.445138,547,FEL_ROT,1
71,266,37,9.9,14.873684,121.337569,415,FEL_ROT,1
79,139,22,6.793765,13.412714,134.943389,545,FEL_ROT,1
71,400,58,12.8,11.819462,124.774082,559,FEL_ROT,1
70,207,30,10.7,13.36068,122.179525,487,FEL_ROT,1
79,139,22,6.8,11.787284,121.397742,778,FEL_ROT,1
79,138,22,6.3,14.039922,119.153203,461,FEL_ROT,1
79,138,22,7.7,13.262799,123.757708,485,FEL_ROT,1
71,366,48,12.5,8.813763,130.544182,1268,FEL_ROT,1
71,139,22,6.695522,11.697313,130.614027,554,FEL_ROT,1
71,139,22,6.4,13.967756,124.563706,491,FEL_ROT,1
71,139,22,6.4,13.967756,124.563706,491,FEL_ROT,1
71,139,22,6.4,13.967756,124.563706,491,FEL_ROT,1
71,139,22,6.3,13.549571,126.768755,510,FEL_ROT,1
71,139,22,6.3,13.549571,126.768755,510,FEL_ROT,1
79,138,22,7.4,12.469901,133.810548,555,FEL_ROT,1
79,294,32,9.647661,12.792982,122.103983,492,FEL_ROT,1
79,138,22,6.526981,12.378616,123.116046,1098,FEL_ROT,1
72,304,40,11.76,11.374688,353.338938,6892,FEL_ROT,1
79,139,22,6.65,14.196558,456.237154,5433,FEL_ROT,0
70,366,48,12.5,12.685345,127.941437,511,FEL_ROT,1
79,139,22,6.65,12.724024,454.176385,8871,FEL_ROT,0
71,366,48,13.31,10.956092,132.269103,568,FEL_ROT,1
0,0,0,0,9.8,0,17,FEL_ROT,1
71,400,58,13.43,8.899689,149.156609,2700,FEL_ROT,1
79,139,22,6.65,12.764179,133.234369,528,FEL_ROT,1
71,368,51,13.46,12.308642,128.110459,513,FEL_ROT,1
70,133,19,6.25,12.320205,122.637926,898,FEL_ROT,1
70,133,19,6.25,13.882818,122.838425,487,FEL_ROT,1
79,86,9,0,9.162,156.560577,146,FEL_ROT,1
79,366,48,12.5,13.204255,123.276436,459,FEL_ROT,1
79,139,22,6.65,13.403191,136.990273,542,FEL_ROT,1
71,152,22,4.87,10.905846,123.693651,594,FEL_ROT,1
71,277,40,11.31,11.700395,130.577162,579,FEL_ROT,1
70,88,13,4.85,9.157616,145.334889,2392,FEL_ROT,1
73,318,43,12,7.949697,137.610439,976,FEL_ROT,1
72,366,52,13.03,12.799596,125.008747,538,FEL_ROT,1
79,139,22,6.65,11.924503,133.756742,553,FEL_ROT,1
71,278,40,11.37,9.898917,130.510323,819,FEL_ROT,1
71,277,40,11.31,12.369388,120.891654,536,FEL_ROT,1
71,277,40,9.970249,13.636299,121.153368,465,FEL_ROT,1
79,139,22,6.5,12.567516,132.151917,2218,FEL_ROT,1
79,82,13,3.365528,6.176675,156.450568,1370,FEL_ROT,1
79,140,22,5.7,13.654962,138.957808,535,FEL_ROT,1
79,140,22,5.7,13.654962,138.957808,535,FEL_ROT,1
79,140,22,5.7,13.654962,138.957808,535,FEL_ROT,1
71,139,22,7.407031,10.723125,119.719434,566,FEL_ROT,1
74,397,56,13.231579,10.669981,122.305692,607,FEL_ROT,1
71,152,22,4.87,12.208365,123.532293,521,FEL_ROT,1
70,197,26,6.58,14.793814,129.335906,753,FEL_ROT,1
70,197,26,6.58,14.842812,131.459672,705,FEL_ROT,1
70,86,12,4.22,9.266667,223.737904,3384,FEL_ROT,0
71,152,22,4.87,12.172222,128.216114,532,FEL_ROT,1
71,152,22,4.87,13.605114,119.654632,461,FEL_ROT,1
71,152,22,4.87,12.7216,121.300315,472,FEL_ROT,1
70,197,26,6.58,13.838873,133.088243,734,FEL_ROT,1
71,152,22,4.87,13.442086,122.943108,474,FEL_ROT,1
71,152,22,4.87,11.68678,120.330256,564,FEL_ROT,1
71,152,22,4.87,11.888079,122.301379,560,FEL_ROT,1
70,197,26,6.58,13.819838,126.05501,1820,FEL_ROT,1
71,152,22,4.87,13.286007,122.921553,468,FEL_ROT,1
71,152,22,4.87,10.767069,122.187024,579,FEL_ROT,1
70,133,20,6.56,13.524675,420.444324,2972,FEL_ROT,0
71,152,22,4.87,10.701246,124.97673,575,FEL_ROT,1
71,152,22,4.87,12.761029,121.358253,480,FEL_ROT,1
71,152,22,4.87,13.305797,122.498029,469,FEL_ROT,1
70,197,26,6.58,15.118021,131.614167,1787,FEL_ROT,1
71,152,22,4.87,10.770405,128.455445,585,FEL_ROT,1
71,152,22,4.87,13.067416,123.358384,493,FEL_ROT,1
71,318,43,12.15,12.70627,125.556473,469,FEL_ROT,1
71,152,22,4.87,12.26844,121.722527,533,FEL_ROT,1
71,152,22,4.87,12.28324,125.474123,537,FEL_ROT,1
71,152,22,4.87,11.386842,132.989765,576,FEL_ROT,1
71,152,22,4.87,15.46526,124.146909,431,FEL_ROT,1
71,152,22,4.87,14.259751,123.823192,445,FEL_ROT,1
79,368,51,12.98,13.046488,108.373209,2798,FEL_ROT,1
70,133,19,6.25,15.715766,703.033671,7959,FEL_ROT,0
71,152,22,4.87,15.119346,126.943764,441,FEL_ROT,1
71,152,22,4.87,13.325914,122.275602,471,FEL_ROT,1
79,139,22,6.78,13.77116,456.386354,5673,FEL_ROT,0
71,152,22,4.87,12.683183,138.419046,597,FEL_ROT,1
71,152,22,4.87,12.621942,121.034915,519,FEL_ROT,1
71,152,22,4.87,12.270677,123.299291,535,FEL_ROT,1
71,152,22,4.87,11.800722,124.693414,511,FEL_ROT,1
71,152,22,4.87,12.162006,127.619653,527,FEL_ROT,1
70,142,20,6.58,15.190909,115.450491,404,FEL_ROT,1
70,133,20,6.56,14.67279,616.571533,6707,FEL_ROT,0
71,152,22,4.87,11.63007,123.701032,565,FEL_ROT,1
70,197,26,6.58,13.499063,129.368755,504,FEL_ROT,1
71,152,22,4.87,11.859091,126.871997,547,FEL_ROT,1
70,197,26,6.58,12.772727,132.268339,524,FEL_ROT,1
70,197,26,6.58,12.607385,130.1738,729,FEL_ROT,1
70,197,26,6.58,13.015203,129.993712,726,FEL_ROT,1
71,152,22,4.87,12.322135,125.107718,536,FEL_ROT,1
70,197,26,6.58,13.211029,134.063962,546,FEL_ROT,1
79,139,22,6.78,10.141805,142.007103,850,FEL_ROT,1
70,197,26,6.58,12.934473,132.863496,537,FEL_ROT,1
71,152,22,4.87,12.413937,122.981547,526,FEL_ROT,1
70,197,26,6.58,12.18685,133.285878,744,FEL_ROT,1
71,152,22,4.87,12.530502,122.98863,523,FEL_ROT,1
70,197,26,6.58,12.121184,130.770216,921,FEL_ROT,1
71,152,22,4.87,12.547321,121.027999,507,FEL_ROT,1
70,197,26,6.58,12.259177,134.514696,838,FEL_ROT,1
71,152,22,4.87,13.194465,121.642194,490,FEL_ROT,1
70,300,48,12.62,12.423768,921.021618,13164,FEL_ROT,0
71,152,22,4.87,11.433108,125.813574,565,FEL_ROT,1
71,152,22,4.87,11.94375,125.549552,532,FEL_ROT,1
79,139,22,6.78,13.823901,129.191255,481,FEL_ROT,1
71,366,52,13.07,10.016749,124.988362,565,FEL_ROT,1
71,152,22,4.87,12.496181,126.823043,507,FEL_ROT,1
71,152,22,4.87,12.614148,123.717418,489,FEL_ROT,1
71,152,22,4.87,12.512375,124.964102,516,FEL_ROT,1
71,152,22,4.87,11.654595,125.366648,568,FEL_ROT,1
70,82,11,3.04,9.5336,117.758161,701,FEL_ROT,1
71,152,22,4.87,12.251852,126.30946,546,FEL_ROT,1
79,140,22,6.78,12.453674,133.007176,535,FEL_ROT,1
73,318,43,12,9.587209,125.297092,608,FEL_ROT,1
71,152,22,4.87,12.598099,123.888748,529,FEL_ROT,1
71,152,22,4.87,12.574164,126.101692,533,FEL_ROT,1
71,277,40,11.31,12.585479,121.625045,487,FEL_ROT,1
71,152,22,4.87,12.885919,125.91989,524,FEL_ROT,1
70,87,12,3.16,8.795913,140.844157,947,FEL_ROT,1
71,152,22,4.87,11.063441,125.281285,571,FEL_ROT,1
71,152,22,4.87,12.609598,126.566163,503,FEL_ROT,1
71,152,22,4.87,12.258099,123.197869,503,FEL_ROT,1
71,152,22,4.87,13.634132,100.675519,381,FEL_ROT,1
71,152,22,4.87,12.036491,122.284425,533,FEL_ROT,1
71,152,22,4.87,11.9811,122.354006,559,FEL_ROT,1
71,152,22,4.87,12.665863,123.526999,513,FEL_ROT,1
70,197,26,6.58,13.006596,132.390941,542,FEL_ROT,1
71,152,22,4.87,12.872093,122.208389,517,FEL_ROT,1
70,197,26,6.58,12.57092,132.525505,734,FEL_ROT,1
79,139,22,6.78,14.311959,127.748403,468,FEL_ROT,1
71,152,22,4.87,11.159385,125.095376,589,FEL_ROT,1
71,152,22,4.87,11.884083,121.870598,546,FEL_ROT,1
71,152,22,4.87,11.408525,122.818292,547,FEL_ROT,1
71,152,22,4.87,11.854341,125.227977,540,FEL_ROT,1
71,152,22,4.87,11.80027,130.446443,552,FEL_ROT,1
70,142,20,6.58,9.219347,128.72362,1517,FEL_ROT,1
79,139,22,6.78,10.020126,117.411366,913,FEL_ROT,1
71,152,22,4.87,11.270449,123.63099,580,FEL_ROT,1
71,152,22,4.87,12.545485,124.055255,536,FEL_ROT,1
71,152,22,4.87,12.662154,123.362631,522,FEL_ROT,1
71,152,22,4.87,12.301796,126.132699,535,FEL_ROT,1
71,152,22,4.87,11.936695,124.534801,546,FEL_ROT,1
79,139,22,6.78,12.765472,119.188677,506,FEL_ROT,1
71,152,22,4.87,11.49717,124.585662,553,FEL_ROT,1
70,138,22,7.16,13.037255,119.430371,486,FEL_ROT,1
71,266,37,9.62,10.319308,122.338914,634,FEL_ROT,1
71,152,22,4.87,12.094517,127.053907,547,FEL_ROT,1
70,99,15,5.31,9.78125,145.748757,860,FEL_ROT,1
71,152,22,4.87,11.601974,124.599269,574,FEL_ROT,1
70,142,20,6.58,3.798956,122.66964,2097,FEL_ROT,1
71,152,22,4.87,12.160282,124.249063,547,FEL_ROT,1
79,138,22,7.16,11.930029,134.832356,591,FEL_ROT,1
71,152,22,4.87,11.966559,122.72809,543,FEL_ROT,1
71,152,22,4.87,12.679355,126.85133,543,FEL_ROT,1
70,142,20,6.58,10.801739,126.854298,624,FEL_ROT,1
71,152,22,4.87,12.146012,126.770208,539,FEL_ROT,1
70,86,12,4.22,8.595971,215.672105,4236,FEL_ROT,0
71,152,22,4.804698,12.614765,124.636759,508,FEL_ROT,1
70,142,20,5.8,13.547855,108.636734,3300,FEL_ROT,1
71,152,22,4.87,11.836458,126.424015,548,FEL_ROT,1
70,142,20,6.58,12.245806,117.800989,1153,FEL_ROT,1
70,197,26,6.58,16.975,126.911736,734,FEL_ROT,1
71,152,22,4.87,13.599454,120.010657,506,FEL_ROT,1
71,152,22,4.803846,11.525641,124.150195,549,FEL_ROT,1
71,152,22,4.87,12.745856,124.628954,532,FEL_ROT,1
79,138,22,7.16,11.66875,118.545329,622,FEL_ROT,1
71,152,22,4.8,13.467284,119.441388,504,FEL_ROT,1
70,197,26,6.58,14.806711,127.150065,474,FEL_ROT,1
79,138,22,7.16,11.559406,125.059914,1491,FEL_ROT,1
70,197,26,6.58,11.874038,115.831491,681,FEL_ROT,1
70,142,20,6.58,12.049107,118.962642,567,FEL_ROT,1
71,152,22,4.761261,12.098649,122.713331,560,FEL_ROT,1
71,152,22,4.8,11.772,14.53099,749,FEL_ROT,1
71,152,22,4.8,12.968862,119.999576,517,FEL_ROT,1
79,138,22,7.199503,12.749689,135.570563,554,FEL_ROT,1
71,152,22,4.895851,11.916667,121.56189,513,FEL_ROT,1
70,142,20,5.749897,12.319072,101.376374,1513,FEL_ROT,1
71,221,32,10.445051,13.115593,121.237276,479,FEL_ROT,1
71,152,22,4.896649,12.424935,122.540481,547,FEL_ROT,1
71,152,22,4.8,11.453109,128.743808,578,FEL_ROT,1
71,152,22,4.897571,12.226071,123.42533,533,FEL_ROT,1
71,152,22,4.898197,12.587983,121.429301,514,FEL_ROT,1
71,152,22,4.70104,12.891437,108.737285,460,FEL_ROT,1
71,152,22,4.897263,12.024561,122.086396,537,FEL_ROT,1
79,139,22,7,14.530172,129.033877,472,FEL_ROT,1
74,366,48,0,9.133647,125.669408,650,FEL_ROT,1
70,89,11,4.52,8.066768,162.10137,2709,FEL_ROT,1
70,300,48,12.68,12.251494,881.957729,12104,FEL_ROT,0
70,197,26,6.58,12.270588,129.686394,1038,FEL_ROT,1
71,153,23,7.48,12.207872,134.232389,1234,FEL_ROT,1
71,396,59,12.72,12.487394,390.388948,13775,FEL_ROT,0
70,133,19,6.25,13.959029,647.314193,7450,FEL_ROT,0
70,82,11,3.5,8.602923,145.201135,928,FEL_ROT,1
71,153,24,7.48,8.835853,124.284791,743,FEL_ROT,1
70,262,32,9.41,9.84623,147.33917,2898,FEL_ROT,1
71,266,37,9.62,13.995276,119.32539,439,FEL_ROT,1
70,300,48,12.68,14.116882,961.397552,12419,FEL_ROT,0
70,138,22,7.16,12.080418,131.403551,797,FEL_ROT,1
71,262,32,9.41,10.46087,348.493636,4802,FEL_ROT,0
70,197,26,6.58,15.130526,131.484236,435,FEL_ROT,1
70,197,26,6.58,14.490681,131.132531,463,FEL_ROT,1
70,197,26,6.58,14.270627,130.476731,461,FEL_ROT,1
79,110,12,2.25,6.684694,147.356086,149,FEL_ROT,1
70,197,26,6.58,15.24065,133.174243,749,FEL_ROT,1
70,197,26,6.58,14.351971,128.887867,749,FEL_ROT,1
70,87,13,4.4,7.572904,184.739212,8872,FEL_ROT,1
70,197,26,6.58,13.470234,129.236061,1087,FEL_ROT,1
70,197,26,6.58,10.839791,133.538446,1967,FEL_ROT,1
70,197,26,6.58,12.189164,131.348009,746,FEL_ROT,1
70,197,26,6.58,12.548864,131.38487,815,FEL_ROT,1
70,197,26,6.58,10.351036,131.758141,914,FEL_ROT,1
70,197,26,6.58,13.930744,132.088356,1797,FEL_ROT,1
70,197,26,6.58,15.570833,128.816165,741,FEL_ROT,1
70,197,26,6.58,14.652838,128.263349,731,FEL_ROT,1
70,197,26,6.58,15.648966,129.476797,737,FEL_ROT,1
70,197,26,6.58,16.66297,132.086459,413,FEL_ROT,1
70,197,26,6.58,11.791163,134.413379,592,FEL_ROT,1
70,197,26,6.58,15.85873,127.802921,758,FEL_ROT,1
70,197,26,6.58,13.817931,129.278133,768,FEL_ROT,1
71,262,32,9.532871,14.078218,127.633012,453,FEL_ROT,1
70,197,26,6.58,12.596358,130.595431,534,FEL_ROT,1
70,197,26,6.58,12.925714,129.475741,536,FEL_ROT,1
70,197,26,6.58,12.64555,127.136099,742,FEL_ROT,1
70,197,26,6.58,15.401333,127.539759,2070,FEL_ROT,1
70,197,26,6.58,15.300952,123.663045,429,FEL_ROT,1
70,197,26,6.58,14.676522,124.220311,773,FEL_ROT,1
71,318,43,11.48961,8.934416,130.430771,1124,FEL_ROT,1
70,197,26,6.314313,12.666454,129.405676,737,FEL_ROT,1
70,197,26,6.58,14.076453,133.727644,755,FEL_ROT,1
70,197,26,6.58,12.563333,124.477503,2498,FEL_ROT,1
70,197,26,6.5,13.586458,127.508825,494,FEL_ROT,1
70,82,11,2.86092,8.821073,136.712926,877,FEL_ROT,1
70,197,26,6.5,13.496237,128.506941,549,FEL_ROT,1
70,197,26,6.4,14.977037,123.25758,758,FEL_ROT,1
70,197,26,6.3,14.949153,132.494603,486,FEL_ROT,1
70,197,26,6.5,13.574636,129.930529,2080,FEL_ROT,1
79,138,22,6.6,11.105544,144.808472,720,FEL_ROT,1
70,197,26,6.41125,12.853125,114.259028,507,FEL_ROT,1
70,197,26,6.4577,13.916779,264.761576,4597,FEL_ROT,1
70,197,26,6.5,16.904,130.88396,750,FEL_ROT,1
70,197,26,6.504054,15.921622,130.811991,426,FEL_ROT,1
70,197,26,6.4,15.723664,133.993589,1023,FEL_ROT,1
70,197,26,6.4,15.305587,134.956219,744,FEL_ROT,1
70,197,26,6.3,12.185759,130.863023,576,FEL_ROT,1
70,197,26,6.8,12.714366,131.394023,808,FEL_ROT,1
70,197,26,6.31178,14.640453,131.897171,1811,FEL_ROT,1
70,197,26,6.305942,14.885146,133.55815,1007,FEL_ROT,1
70,197,26,6.306907,15.016495,134.678525,474,FEL_ROT,1
70,197,26,6.071111,11.386895,131.190425,623,FEL_ROT,1
70,197,26,6.222492,12.51028,129.977364,830,FEL_ROT,1
70,82,12,5.0279,8.075667,143.281742,934,FEL_ROT,1
70,197,26,6.2,13.75,118.525638,480,FEL_ROT,1
70,197,26,6.503107,15.076375,131.052359,747,FEL_ROT,1
70,197,26,6.501878,15.357512,132.975921,476,FEL_ROT,1
70,197,26,6.599017,13.588248,133.688179,529,FEL_ROT,1
70,197,26,6.695668,15.338989,129.257793,2645,FEL_ROT,1
70,90,15,6.513372,9.67936,124.011199,768,FEL_ROT,1
70,197,26,6.5,15.728708,135.96219,465,FEL_ROT,1
70,197,26,6.501028,16.644473,131.843121,441,FEL_ROT,1
70,197,26,6.408053,16.779474,134.492255,433,FEL_ROT,1
70,197,26,6.598422,15.769606,135.8606,461,FEL_ROT,1
70,197,26,6.40585,16.37975,135.180028,447,FEL_ROT,1
70,197,26,6.598754,16.267359,130.997473,433,FEL_ROT,1
70,197,26,6.537273,13.472294,137.494992,1294,FEL_ROT,1
70,197,26,6.5,16.601653,133.838628,430,FEL_ROT,1
70,197,26,6.431546,13.72646,130.231987,486,FEL_ROT,1
70,197,26,6.6,15.81621,135.569675,463,FEL_ROT,1
70,197,26,6.598225,11.264201,130.501991,909,FEL_ROT,1
71,101,19,5.481619,9.797119,492.887163,8529,FEL_ROT,0
72,0,0,6.4,11.075445,117.9823,605,FEL_ROT,1
72,0,0,5.5,11.34232,120.450813,1263,FEL_ROT,1
72,275,40,10.96,10.379762,127.869282,563,FEL_ROT,1
71,366,52,13.75,8.650492,135.523287,947,FEL_ROT,1
70,368,51,13.5,12.274406,133.421396,501,FEL_ROT,1
0,0,0,1.95,6.966667,126.152408,29,FEL_ROT,1
70,83,11,3.412904,8.910395,229.203327,2249,FEL_ROT,1
71,366,52,12.9,9.321441,125.941581,729,FEL_ROT,1
70,197,26,6.58,14.793814,129.335906,451,FEL_ROT,1
70,366,48,12.5,13.736039,998.176448,12449,FEL_ROT,0
70,197,26,6.58,14.181346,134.680222,476,FEL_ROT,1
70,197,26,6.58,13.838873,133.088243,522,FEL_ROT,1
70,197,26,6.58,11.748036,128.49907,625,FEL_ROT,1
70,197,26,6.58,13.250746,98.193795,415,FEL_ROT,1
70,197,26,6.58,15.491057,129.568907,414,FEL_ROT,1
70,197,26,6.58,10.951359,131.242663,633,FEL_ROT,1
70,197,26,6.58,11.902732,133.610017,547,FEL_ROT,1
70,262,32,9.41,9.845455,147.881904,1986,FEL_ROT,1
70,197,26,6.58,12.980061,140.388973,539,FEL_ROT,1
70,197,26,6.58,13.403,132.576037,488,FEL_ROT,1
70,197,26,6.58,13.201548,138.489221,520,FEL_ROT,1
70,197,26,6.58,15.118021,130.871576,447,FEL_ROT,1
70,197,26,6.58,14.904348,131.9655,451,FEL_ROT,1
70,197,26,6.58,15.859216,130.915125,421,FEL_ROT,1
70,197,26,6.58,14.453395,131.835462,477,FEL_ROT,1
70,197,26,6.58,11.291738,132.461773,566,FEL_ROT,1
70,183,25,6.11,14.340469,130.556077,485,FEL_ROT,1
