shiptype,Length,Breadth,Draught,SOG,TotalDistance,Duration,Route,Direct
73,183,26,8.004167,11.497553,364.744196,3258,ROT_HAM,1
70,366,48,13.600409,11.744687,316.375964,2351,ROT_HAM,1
79,184,25,6.414272,8.530597,421.233529,2443,ROT_HAM,0
71,199,30,10.063879,11.989856,356.988156,1536,ROT_HAM,1
79,184,25,8.7,13.131641,359.596921,1393,ROT_HAM,1
79,184,25,6.926261,12.512685,354.429743,1462,ROT_HAM,1
71,400,58,10.952024,13.38081,353.827738,1357,ROT_HAM,1
79,184,25,7.411143,12.898179,364.442633,1559,ROT_HAM,1
70,366,48,14.162102,9.612386,367.374807,1941,ROT_HAM,1
72,325,43,9.254667,12.071917,340.264159,1404,ROT_HAM,1
79,184,25,8.130551,12.089344,359.11572,3205,ROT_HAM,1
71,184,25,9,12.956706,357.417088,1406,ROT_HAM,1
71,396,59,11.005882,16.429412,346.081625,1093,ROT_HAM,1
70,337,48,13.63,14.832,349.0208,5600,ROT_HAM,1
70,89,12,3.86,7.912353,377.908997,7630,ROT_HAM,0
70,190,32,?,6.106366,447.265747,9931,ROT_HAM,1
71,337,48,13.88,12.340593,365.030202,5736,ROT_HAM,1
70,0,0,?,8.951415,371.199258,3879,ROT_HAM,1
70,295,32,9.41,12.448622,959.569949,11262,ROT_HAM,0
79,334,42,12.07,10.949635,356.324815,8084,ROT_HAM,1
71,275,32,9.89,11.637483,961.576655,12727,ROT_HAM,0
71,200,30,9.42,12.872283,370.119098,5680,ROT_HAM,1
70,338,46,12.92,11.840831,354.872423,1506,ROT_HAM,1
71,295,32,9.41,12.979896,949.603283,13904,ROT_HAM,0
71,275,32,9.89,12.189842,961.257751,12696,ROT_HAM,0
70,338,46,12.95892,10.659083,322.729062,1678,ROT_HAM,1
70,133,20,5.8,11.622317,356.341365,1550,ROT_HAM,1
71,400,59,11.042713,13.763709,378.748029,1403,ROT_HAM,1
70,180,30,6.984409,10.847686,368.883801,4303,ROT_HAM,1
70,88,12,4.124457,9.520354,514.711234,6847,ROT_HAM,0
71,400,59,12,11.422259,375.513948,1680,ROT_HAM,1
79,281,32,10.134108,10.922255,371.997961,3551,ROT_HAM,1
82,100,17,5.18,8.988364,401.928874,5252,ROT_HAM,1
71,275,32,10.25,12.283454,853.97607,13567,ROT_HAM,0
70,334,43,11.25,14.030386,358.456801,5284,ROT_HAM,1
74,338,46,13.31,15.831616,340.643137,5519,ROT_HAM,1
71,275,40,11.31,16.500865,352.991882,1112,ROT_HAM,1
70,199,32,9.67,5.986977,550.7133,17398,ROT_HAM,1
4,400,59,13.63,14.592705,354.303197,1269,ROT_HAM,1
70,338,46,13.03,13.47412,346.977552,6680,ROT_HAM,1
70,119,15,6.18,11.102421,654.248432,14205,ROT_HAM,0
70,334,43,11.25,14.812816,345.068028,6411,ROT_HAM,1
71,294,32,?,12.075917,914.941998,12092,ROT_HAM,0
71,275,40,11.31,11.829892,357.459304,1540,ROT_HAM,1
82,100,17,5.18,12.66243,328.940043,1368,ROT_HAM,1
71,275,40,11.31,14.407803,352.051437,1251,ROT_HAM,1
71,294,32,?,12.31221,932.569783,12560,ROT_HAM,0
84,100,16,6.17,12.120784,402.116222,2824,ROT_HAM,1
70,300,48,12.49,12.291413,355.890479,1458,ROT_HAM,1
4,400,59,13.63,11.11653,359.940695,1640,ROT_HAM,1
79,265,32,10.28,12.067579,691.872964,12348,ROT_HAM,0
71,275,32,11.317939,10.716334,870.931112,11914,ROT_HAM,0
71,275,40,11.004704,13.029872,354.602387,1396,ROT_HAM,1
79,275,32,11.31398,12.862453,942.999023,12589,ROT_HAM,0
71,275,40,11.31,15.577441,340.981839,1135,ROT_HAM,1
159,168,23,7.9,11.35597,339.68766,1679,ROT_HAM,1
70,300,48,10.290594,11.725474,367.339726,1570,ROT_HAM,1
70,200,32,6.95212,11.235825,408.730725,14826,ROT_HAM,0
71,133,19,7.600168,10.003134,382.247394,1906,ROT_HAM,1
70,334,43,12,14.265116,350.005565,1260,ROT_HAM,1
79,281,32,10.7,15.887418,345.226171,1161,ROT_HAM,1
71,398,56,10.8,14.13514,351.242564,1305,ROT_HAM,1
79,197,30,8.1,12.819175,336.448849,1394,ROT_HAM,1
71,398,56,11.9946,12.892733,355.560402,1416,ROT_HAM,1
70,197,30,8,11.051917,367.80797,1743,ROT_HAM,1
71,133,19,7.696505,11.632012,366.536623,1643,ROT_HAM,1
79,336,42,11.3,14.067777,347.740433,1294,ROT_HAM,1
70,334,43,10.321955,13.377959,349.604706,1356,ROT_HAM,1
79,199,30,10.073691,10.739708,375.730392,2454,ROT_HAM,1
74,399,56,11.375201,12.071649,364.587073,1532,ROT_HAM,1
71,366,48,13.5,13.573907,360.053427,1361,ROT_HAM,1
70,334,43,9.9,14.669481,346.131441,1212,ROT_HAM,1
79,336,42,11.2,13.676194,353.797925,1329,ROT_HAM,1
79,199,30,9.691198,11.265512,352.360974,1615,ROT_HAM,1
71,398,56,12,10.823087,351.655977,1681,ROT_HAM,1
70,334,43,10.801543,11.228802,366.522552,2572,ROT_HAM,1
70,210,37,7,7.565028,398.079683,2495,ROT_HAM,1
70,334,43,10,10.089853,361.109177,1831,ROT_HAM,1
79,199,30,9.866917,10.785266,356.762192,2641,ROT_HAM,1
71,400,59,12.168364,14.065895,352.934064,1300,ROT_HAM,1
74,369,51,14.04,13.065914,378.659525,9271,ROT_HAM,1
80,100,16,6.17,10.107606,367.305637,1960,ROT_HAM,1
70,86,12,4.52,10.179766,375.539159,6327,ROT_HAM,1
70,89,13,4.41,10.336041,355.834667,8514,ROT_HAM,1
70,366,48,13.38,10.403448,356.447412,5419,ROT_HAM,1
70,185,32,8.51,11.078994,397.890085,14560,ROT_HAM,1
70,300,48,12.49,10.727072,358.530332,1681,ROT_HAM,1
79,265,32,10.28,12.518556,906.156304,12331,ROT_HAM,0
70,200,32,?,11.140484,370.483593,12114,ROT_HAM,1
74,240,32,9.37,12.375306,353.956315,3193,ROT_HAM,1
70,182,30,?,7.863731,371.402698,10217,ROT_HAM,1
70,369,51,13,11.283117,375.480865,6726,ROT_HAM,1
79,88,14,4.299812,8.157955,901.852141,10661,ROT_HAM,0
71,366,52,12.2,11.586964,337.836747,2559,ROT_HAM,1
71,243,32,9.95,12.490909,312.421444,3698,ROT_HAM,1
70,129,16,4.403829,11.900762,330.501591,8702,ROT_HAM,1
80,235,42,9.680134,9.651603,263.927814,5904,ROT_HAM,1
79,199,30,9.7,9.590814,358.564758,1914,ROT_HAM,1
70,82,12,2.8,9.35496,352.273824,2116,ROT_HAM,1
79,336,42,10.936207,15.728257,348.224335,1170,ROT_HAM,1
79,336,42,10.9,9.383667,361.374016,1974,ROT_HAM,1
71,151,23,6.99,14.888713,384.372117,1391,KIE_GDY,1
71,151,23,6.99,14.594552,392.931727,1444,KIE_GDY,1
71,151,23,6.99,15.837332,389.561369,1302,KIE_GDY,1
70,87,14,6.5,11.935375,395.659709,1761,KIE_GDY,1
71,151,24,7.33,11.148287,390.108627,1867,KIE_GDY,1
70,132,23,6.14,11.75841,393.96259,1778,KIE_GDY,1
71,151,23,6.99,13.30842,389.306857,1590,KIE_GDY,1
71,151,24,7.33,13.393103,536.959496,3105,KIE_GDY,0
71,151,23,6.99,10.793587,402.095516,2030,KIE_GDY,1
71,151,23,6.99,15.024324,393.033066,1421,KIE_GDY,1
71,151,24,7.33,13.560182,492.043705,3171,KIE_GDY,0
71,151,24,7.33,9.971215,491.182684,3968,KIE_GDY,0
70,175,26,9.14,10.890406,411.404494,1951,KIE_GDY,0
71,151,24,7.33,15.113729,404.865206,1384,KIE_GDY,1
70,205,26,7.23513,15.175063,506.728458,6547,KIE_GDY,0
71,151,24,7.33,15.566969,473.586155,7370,KIE_GDY,0
71,151,23,6.99,15.172765,397.656666,1404,KIE_GDY,1
71,151,24,7.33,13.938137,367.796715,1500,KIE_GDY,1
70,81,12,3.581652,7.589672,344.408392,2556,KIE_GDY,1
70,118,12,7.177435,12.297747,396.882685,1734,KIE_GDY,1
70,82,12,5.296772,10.620904,379.576038,1941,KIE_GDY,1
79,88,13,4.63,8.573148,393.472417,2592,KIE_GDY,1
71,150,22,7.47,13.848171,485.833432,7588,KIE_GDY,0
79,144,18,6.55,12.789332,398.182865,1653,KIE_GDY,1
70,113,19,7,11.445233,396.658673,1844,KIE_GDY,1
71,150,22,7.47,12.648396,512.661422,8495,KIE_GDY,0
71,150,22,7.47,13.677373,554.363272,7070,KIE_GDY,0
70,89,13,4.6,9.924972,373.369122,2070,KIE_GDY,1
70,90,13,5.27,10.793855,381.074237,1886,KIE_GDY,1
79,115,24,4.92,11.201303,410.339723,1973,KIE_GDY,1
70,83,13,3.809973,11.396477,385.517253,1987,KIE_GDY,0
79,90,13,5.686564,10.423005,402.284513,2120,KIE_GDY,1
70,113,19,6.421886,12.080678,430.553453,4840,KIE_GDY,0
79,139,21,?,10.918583,212.276889,5879,KIE_GDY,1
71,125,22,7.33,11.129335,911.562131,7135,KIE_GDY,0
70,82,13,3.94,8.435175,472.087646,7117,KIE_GDY,0
79,133,22,7.67,12.884742,469.237174,7237,KIE_GDY,0
70,185,25,9.19,16.982458,394.914772,1241,KIE_GDY,1
70,75,13,5.39,8.618138,399.009457,2389,KIE_GDY,1
79,151,23,7.403955,14.735783,477.639521,5916,KIE_GDY,0
70,106,16,4.1,10.436238,411.185361,2034,KIE_GDY,1
70,88,12,4.76,8.587638,438.356819,7102,KIE_GDY,0
71,137,22,6.97,12.776429,398.912496,1601,KIE_GDY,1
79,153,24,7.63,13.383157,552.153773,3131,KIE_GDY,0
70,88,12,4.04,8.939478,414.405634,2533,KIE_GDY,0
79,153,24,7.63,14.066339,391.31951,1525,KIE_GDY,1
70,75,10,3.31,7.415016,394.811713,2866,KIE_GDY,1
70,132,20,6.3,10.752793,460.788894,3587,KIE_GDY,0
70,132,20,6.3,12.762634,497.997453,2983,KIE_GDY,0
70,99,17,5.34,11.426707,633.488654,13425,KIE_GDY,0
79,153,24,7.63,14.410277,387.782414,1431,KIE_GDY,1
70,88,13,4.81,10.079213,402.186187,2066,KIE_GDY,1
70,132,20,6.3,15.033177,454.85808,2840,KIE_GDY,0
79,153,24,7.63,14.318177,568.158021,6974,KIE_GDY,0
70,132,20,6.3,15.152518,551.134029,2543,KIE_GDY,0
79,106,16,5.61,10.331592,401.050887,2064,KIE_GDY,1
70,58,10,2.600563,6.029801,396.624375,3665,KIE_GDY,1
79,153,24,8.240714,12.64669,434.028432,7594,KIE_GDY,0
70,80,10,3,8.33529,398.879548,2797,KIE_GDY,1
70,88,13,4.114167,11.287951,397.25289,1848,KIE_GDY,1
70,88,12,4.04,9.207403,402.309858,2440,KIE_GDY,0
79,153,24,7.63,13.938956,502.300563,6867,KIE_GDY,0
73,83,13,4.74,9.907532,380.86416,2107,KIE_GDY,1
70,82,11,3.62,6.56973,382.097314,3297,KIE_GDY,1
70,90,15,4.57,12.426036,355.751532,1622,KIE_GDY,1
70,90,15,3.530944,10.575723,377.416794,1961,KIE_GDY,1
79,153,24,7.953155,10.197024,526.924453,9593,KIE_GDY,0
79,153,24,7.63,14.002872,1243.684382,6003,KIE_GDY,0
70,0,0,6.218925,15.116589,462.813214,2590,KIE_GDY,0
70,132,20,5.925357,14.850071,513.165563,2811,KIE_GDY,0
71,137,22,6.620662,16.501344,385.556903,1265,KIE_GDY,1
70,116,16,4.518181,11.831849,894.623958,9674,KIE_GDY,0
71,137,22,7.568848,14.33061,443.868377,4921,KIE_GDY,0
79,90,15,5.41,9.050448,398.425787,2376,KIE_GDY,1
70,88,13,4.82,10.717862,395.18566,1967,KIE_GDY,1
79,88,13,4.59,9.869019,391.301222,2147,KIE_GDY,1
79,88,12,4.58,8.793228,402.001693,2513,KIE_GDY,1
70,90,12,4.26,9.655502,470.277102,6056,KIE_GDY,0
71,169,27,8.78,14.666376,521.100531,8028,KIE_GDY,0
70,135,22,?,15.961327,477.777569,2796,KIE_GDY,0
71,169,27,8.78,14.500604,465.728351,8308,KIE_GDY,0
70,137,26,7.12,11.811949,393.492824,1771,KIE_GDY,1
79,88,13,4.6,10.328385,380.001601,1945,KIE_GDY,1
70,100,13,5.58,9.341626,406.16282,2276,KIE_GDY,1
71,169,27,8.78,13.353015,570.271327,9135,KIE_GDY,0
70,82,12,5.369349,9.64387,363.855366,2144,KIE_GDY,1
70,88,12,4.58,9.160102,500.565242,8339,KIE_GDY,0
71,169,27,8.78,13.552857,459.412153,9146,KIE_GDY,0
70,90,15,5.31,10.183152,359.823206,2024,KIE_GDY,1
79,90,13,3.332735,5.948206,431.541959,3988,KIE_GDY,0
79,151,24,7.2,12.319761,376.436331,1741,KIE_GDY,0
79,88,13,4.023427,11.74859,368.018285,1759,KIE_GDY,1
70,128,16,5.345318,11.056471,370.10468,1949,KIE_GDY,1
79,151,24,7.603741,12.001519,400.194981,1796,KIE_GDY,0
79,88,13,3.920273,11.642504,386.896808,1785,KIE_GDY,1
70,90,12,3.601579,9.403076,392.779789,2261,KIE_GDY,1
70,195,26,6.921989,15.728457,729.874072,8670,KIE_GDY,0
79,151,24,8.091682,12.481473,404.462353,1721,KIE_GDY,0
79,151,24,7.891441,15.417275,393.201444,1379,KIE_GDY,0
79,151,24,8.3,13.264633,401.438995,1614,KIE_GDY,0
79,151,24,8.3,13.264633,400.995528,1614,KIE_GDY,0
79,151,24,8.3,12.640778,409.487691,1712,KIE_GDY,0
79,151,24,8.3,12.640778,409.487691,1712,KIE_GDY,0
71,154,24,8.57,16.328942,387.335673,1290,KIE_GDY,1
71,154,24,8.57,16.347227,397.846198,1311,KIE_GDY,1
70,114,13,3.29,7.377873,438.176218,7031,KIE_GDY,0
71,154,24,8.57,17.652602,402.897863,1211,KIE_GDY,1
71,155,25,8.95,10.286265,418.271951,2060,KIE_GDY,1
71,155,25,8.95,10.295404,395.440233,2049,KIE_GDY,1
72,169,27,8.85,14.309756,552.472399,9542,KIE_GDY,0
71,137,21,6.9,11.870824,397.451436,1801,KIE_GDY,1
71,154,24,8.57,17.112281,394.213591,1232,KIE_GDY,1
71,155,25,8.417342,12.395871,385.940549,1684,KIE_GDY,1
71,155,25,8.95,16.692076,374.584914,1247,KIE_GDY,1
72,169,27,8.85,14.491636,480.294663,8609,KIE_GDY,0
71,155,25,8.95,10.998378,359.768207,1835,KIE_GDY,1
71,155,25,8.409923,14.694931,388.708854,1425,KIE_GDY,1
71,155,25,8.95,15.515714,399.210345,1356,KIE_GDY,1
71,155,25,9.295496,11.697794,406.404209,1994,KIE_GDY,0
71,155,25,8.95,10.642723,373.609429,1972,KIE_GDY,1
71,155,25,9.096838,10.343544,398.98928,2010,KIE_GDY,1
71,155,25,9.19587,14.262391,383.864587,1462,KIE_GDY,1
70,90,15,5.31,9.866456,390.125965,2097,KIE_GDY,1
71,154,24,8.57,16.643617,387.748384,1251,KIE_GDY,1
70,87,11,3.39,10.245154,454.365552,5475,KIE_GDY,0
72,169,27,8.85,15.03116,498.704326,8334,KIE_GDY,0
70,90,14,5.12,11.003198,482.697229,14071,KIE_GDY,0
70,88,12,4.45,11.356569,398.167512,1853,KIE_GDY,1
70,99,14,5.58,8.47203,394.374718,2446,KIE_GDY,1
71,168,26,8.81,14.874563,412.19148,1442,KIE_GDY,1
70,139,20,5.980801,13.958333,871.565966,9804,KIE_GDY,0
79,88,13,3.2126,9.479942,384.188044,2190,KIE_GDY,1
70,88,12,4.29688,9.024733,392.720852,2307,KIE_GDY,1
71,170,27,8.86,13.484286,476.469409,7891,KIE_GDY,0
70,75,11,2.96,8.973195,393.178461,2334,KIE_GDY,1
70,75,11,2.804013,8.301115,379.149255,2609,KIE_GDY,1
70,88,13,4.75,9.439655,372.785185,2224,KIE_GDY,1
71,168,26,8.661733,15.124306,505.654284,4908,KIE_GDY,0
70,88,12,3.1,10.298466,402.774081,2041,KIE_GDY,1
71,168,24,8.33,14.962946,445.106819,12142,KIE_GDY,0
71,140,22,5.98,16.117506,534.544731,2631,KIE_GDY,0
71,170,26,8.33,15.860794,395.752789,1339,KIE_GDY,1
70,145,18,5.68,11.976681,389.82159,1705,KIE_GDY,1
70,140,22,5.98,16.05138,477.260507,2399,KIE_GDY,0
70,140,22,5.98,14.580052,496.118924,2593,KIE_GDY,0
71,170,26,8.33,14.933083,392.484138,1409,KIE_GDY,1
70,140,22,5.98,14.326262,509.584897,2502,KIE_GDY,0
70,83,13,4.67,10.61296,394.934903,1990,KIE_GDY,1
70,90,12,4.83,9.510899,383.116316,2172,KIE_GDY,1
71,170,26,8.33,16.553714,388.011612,1279,KIE_GDY,1
70,82,11,3.15,9.041365,378.974388,2217,KIE_GDY,1
70,140,22,5.98,11.46143,569.848459,3063,KIE_GDY,0
71,168,24,8.33,15.461351,1414.54997,1353,KIE_GDY,0
70,140,22,5.504037,12.405352,475.473584,2856,KIE_GDY,0
71,169,27,8.701949,14.860289,393.651377,1407,KIE_GDY,1
70,140,22,5.98,13.993866,506.799153,2728,KIE_GDY,0
71,168,24,8.33,14.553152,372.903857,1427,KIE_GDY,1
71,137,21,7.384631,10.540916,580.349921,6904,KIE_GDY,0
70,89,12,3.77,8.53062,407.990145,2510,KIE_GDY,1
70,90,14,4.621068,10.622836,410.1457,2209,KIE_GDY,0
71,169,27,8.94,15.143515,466.840028,8005,KIE_GDY,0
70,88,13,5.03,9.340531,372.7619,2252,KIE_GDY,1
71,140,22,5.98,15.552273,482.299612,2390,KIE_GDY,0
70,115,16,3.911097,10.826411,394.144149,2133,KIE_GDY,1
70,82,11,2.809609,8.609151,386.578392,2365,KIE_GDY,1
71,168,26,9.069072,14.901838,517.807129,3725,KIE_GDY,0
71,168,26,8.703188,13.075703,394.826427,1623,KIE_GDY,1
71,168,26,9.3,15.462576,395.551248,1388,KIE_GDY,1
71,151,23,7.7,13.431485,401.754421,1587,KIE_GDY,1
71,151,23,7.7,13.431485,401.754421,1587,KIE_GDY,1
70,85,13,4.04,8.299377,438.030806,12562,KIE_GDY,0
79,88,13,4.01,9.619855,480.409553,6963,KIE_GDY,0
71,152,22,7.43,13.100949,392.775877,1615,KIE_GDY,1
74,138,22,6.88,14.961604,396.652071,1404,KIE_GDY,1
70,82,11,3.15,8.618423,368.75759,2320,KIE_GDY,1
79,171,26,7.93,10.472545,393.121992,1918,KIE_GDY,1
71,152,22,7.43,14.229652,394.02082,1482,KIE_GDY,1
70,141,22,?,14.567178,416.027867,2401,KIE_GDY,0
71,152,22,7.43,14.090246,390.901961,1500,KIE_GDY,1
70,88,12,4.18,9.989905,384.359377,2073,KIE_GDY,1
70,152,22,7.43,12.894521,399.182425,1629,KIE_GDY,1
70,45,8,1.93,7.253247,385.978229,2868,KIE_GDY,1
71,166,27,8.76,15.89373,428.787564,6087,KIE_GDY,0
70,88,12,4.83,11.497531,383.29136,1763,KIE_GDY,1
70,90,14,5.64,8.486786,411.0254,2555,KIE_GDY,1
71,152,24,7.43,12.501147,398.270962,1692,KIE_GDY,1
70,111,14,5.21,11.392067,482.847526,12073,KIE_GDY,0
71,152,22,7.43,13.910311,390.644813,1525,KIE_GDY,1
70,104,16,?,10.118775,388.234318,2040,KIE_GDY,1
72,168,26,8.63,14.874774,389.203934,1404,KIE_GDY,1
71,152,22,7.43,13.21066,403.114152,1613,KIE_GDY,1
79,171,26,7.93,10.561278,413.84428,2033,KIE_GDY,1
70,120,13,3.76,9.116313,399.274188,2361,KIE_GDY,1
74,88,13,4.23,11.125056,397.743084,1864,KIE_GDY,1
79,88,13,4.83,9.986501,386.65263,2116,KIE_GDY,1
70,45,8,1.93,4.783745,488.97997,4941,KIE_GDY,1
71,158,24,7.82,12.669772,418.666097,1703,KIE_GDY,0
71,169,24,7.7,16.031972,379.680419,1328,KIE_GDY,1
71,168,25,8.939133,13.559574,451.251306,7570,KIE_GDY,0
70,90,12,4.28,8.941693,472.570835,10547,KIE_GDY,0
71,166,27,8.8,14.046178,366.639466,1524,KIE_GDY,1
70,89,13,3.78,8.166284,383.274341,2593,KIE_GDY,1
71,169,24,7.93,13.720055,367.462932,1567,KIE_GDY,1
71,138,22,7.492914,16.166857,362.494069,1302,KIE_GDY,1
71,169,27,8.872129,16.088366,423.419567,5528,KIE_GDY,0
70,87,13,3.114814,10.657695,406.170233,2046,KIE_GDY,1
70,90,12,3.320447,10.546125,389.573806,1989,KIE_GDY,1
70,104,20,3.800186,9.017629,379.411958,2293,KIE_GDY,1
71,169,27,9.294889,14.26992,394.734119,1494,KIE_GDY,1
71,166,27,8.899859,12.697085,387.665747,1536,KIE_GDY,1
71,166,27,9.383609,15.033295,385.278925,1357,KIE_GDY,1
70,82,12,3.227409,10.134146,383.762432,2026,KIE_GDY,1
70,82,11,2.804244,9.061127,367.351826,2237,KIE_GDY,1
70,82,11,2.806623,8.573448,369.599426,2329,KIE_GDY,1
70,105,16,4.6,11.170248,414.517218,1927,KIE_GDY,0
71,151,23,8.208805,14.433825,501.886769,7971,KIE_GDY,0
70,82,11,2.414469,8.251661,382.685769,2433,KIE_GDY,1
71,141,22,?,14.517124,210.610794,3095,KIE_GDY,1
70,88,12,?,9.091621,383.364266,2176,KIE_GDY,1
70,129,16,5.26,13.294951,391.981502,1580,KIE_GDY,1
70,198,31,8.78,12.864848,414.062435,1655,KIE_GDY,1
71,152,22,7.43,13.443789,394.105272,1567,KIE_GDY,1
79,171,26,7.93,11.11752,412.529381,1933,KIE_GDY,1
70,66,11,3.08,8.590539,397.530631,2422,KIE_GDY,1
70,104,20,3.95,6.35832,394.733866,3231,KIE_GDY,1
70,106,15,5.83,10.620183,390.390901,1979,KIE_GDY,1
79,128,16,?,10.929812,515.679915,6464,KIE_GDY,0
71,169,27,8.74,12.881959,382.870358,1559,KIE_GDY,1
79,151,23,8.391783,8.122554,411.872232,2629,KIE_GDY,0
74,152,24,6.439004,12.780828,687.672177,9676,KIE_GDY,0
79,168,25,8.61,14.877989,386.374606,1393,KIE_GDY,1
70,138,22,6.88,16.155112,445.423239,2848,KIE_GDY,0
71,135,22,8.5,14.227647,383.480423,1504,KIE_GDY,1
70,90,12,4.62,8.388036,379.845346,2502,KIE_GDY,1
70,99,14,5.29,10.315901,392.203158,2143,KIE_GDY,1
70,85,13,4.04,9.672961,452.951065,12358,KIE_GDY,0
71,158,24,7.82,14.658726,370.714008,1462,KIE_GDY,0
70,108,16,4.502037,12.095723,375.792537,1817,KIE_GDY,1
72,150,22,8.08798,15.341005,396.048791,1377,KIE_GDY,1
72,150,22,8.114303,14.23339,501.838207,7045,KIE_GDY,0
70,88,12,3.812609,10.646442,379.595677,1925,KIE_GDY,1
71,134,23,8.486767,15.232801,390.192345,1382,KIE_GDY,1
71,134,23,8.6,14.082881,401.402151,1521,KIE_GDY,1
79,83,13,4.048958,8.35866,494.458488,5357,KIE_GDY,0
70,89,13,4.99,9.044728,405.334211,2285,KIE_GDY,1
70,89,13,4.99,10.216208,393.156435,2051,KIE_GDY,1
70,133,19,6.25,14.576161,400.83474,1476,KIE_GDY,0
71,168,26,8.69,15.740538,388.619371,1319,KIE_GDY,1
70,90,12,4.75,8.94001,412.471045,2408,KIE_GDY,1
70,89,13,4.99,10.953285,392.182548,1896,KIE_GDY,1
70,88,12,5.03,9.816141,405.872651,2209,KIE_GDY,1
70,112,15,?,9.805791,407.56859,2149,KIE_GDY,1
71,169,24,8.39,15.61082,403.106746,1388,KIE_GDY,1
79,151,23,7.700171,13.564303,379.155614,1605,KIE_GDY,0
71,169,24,8.39,14.830662,395.638494,2236,KIE_GDY,1
70,88,13,4.85,10.891708,394.542057,1907,KIE_GDY,1
71,149,22,6.325998,13.578933,392.092962,1592,KIE_GDY,0
70,88,13,4.85,11.39572,375.675867,1799,KIE_GDY,1
71,171,26,8.39,15.008075,371.327501,1426,KIE_GDY,1
70,90,14,4.207166,10.380749,391.865222,2029,KIE_GDY,1
71,169,24,8.39,12.994949,408.517751,1591,KIE_GDY,1
79,151,23,7.999464,8.407863,404.844305,2606,KIE_GDY,0
71,169,24,8.696729,15.65932,387.166389,1330,KIE_GDY,1
71,158,23,8.35667,15.680388,445.67129,6464,KIE_GDY,0
71,168,26,8.4,13.028018,387.409327,1691,KIE_GDY,1
72,150,22,8.186992,12.696471,386.493195,1636,KIE_GDY,1
71,168,26,9.19213,14.833333,384.310439,1400,KIE_GDY,1
71,142,21,5.187625,14.74461,497.505587,2601,KIE_GDY,0
71,168,26,8.015696,13.029026,387.803549,1650,KIE_GDY,1
72,150,22,8.098693,12.776884,396.786171,1649,KIE_GDY,1
70,168,26,9.294078,14.069515,387.476827,1468,KIE_GDY,1
70,168,26,9.2,14.375102,416.812098,1502,KIE_GDY,1
70,133,20,6.56,13.416561,432.254447,9245,KIE_GDY,0
71,169,24,8.39,13.191982,388.905226,1518,KIE_GDY,1
71,168,27,8.52,17.307328,381.902019,1179,KIE_GDY,1
70,89,13,3.89,9.467017,389.683115,2205,KIE_GDY,1
79,89,13,5.2,10.198938,379.52927,2046,KIE_GDY,1
71,151,23,7.66,14.364793,444.549044,10671,KIE_GDY,0
71,168,27,8.52,17.658284,383.328137,1168,KIE_GDY,1
71,168,27,8.52,14.50377,396.556954,1455,KIE_GDY,1
79,152,22,7.24,17.845094,388.591454,1192,KIE_GDY,1
79,89,13,5.2,11.286716,412.886282,1854,KIE_GDY,1
79,83,13,4.66,10.523799,381.496444,1933,KIE_GDY,1
70,81,11,4.196495,9.07873,396.776825,2371,KIE_GDY,1
70,90,14,4.87,11.083723,389.892975,1908,KIE_GDY,1
79,151,23,7.77,14.306535,381.594012,1517,KIE_GDY,0
71,168,27,8.52,17.338863,391.92229,1192,KIE_GDY,1
70,90,14,4.110286,10.134733,373.163066,2111,KIE_GDY,1
70,90,12,4.184782,8.473604,383.990966,2450,KIE_GDY,1
71,168,27,8.42928,18.016971,389.542881,1178,KIE_GDY,1
74,120,18,5.944881,13.69657,396.253928,1522,KIE_GDY,1
71,142,21,5.333034,15.762717,427.620185,2554,KIE_GDY,0
79,151,23,7.898745,12.306838,404.358387,1773,KIE_GDY,0
79,83,13,4.66,8.989973,383.572084,2331,KIE_GDY,1
80,160,26,8.03,15.62536,403.516446,1417,KIE_GDY,0
70,82,13,4.53,9.853968,510.315603,17028,KIE_GDY,0
71,88,12,3.2,10.309403,368.80525,1973,KIE_GDY,1
80,70,12,3.65,9.29962,384.947378,2231,KIE_GDY,1
70,90,14,5.31,11.319952,447.411672,4556,KIE_GDY,0
70,82,12,3.18,8.251931,360.60874,2530,KIE_GDY,1
70,90,14,4.770759,9.656306,478.579369,10263,KIE_GDY,0
69,176,22,6.183938,9.53437,410.174573,2264,KIE_GDY,0
70,119,15,4.313537,9.9125,400.370969,2134,KIE_GDY,1
70,130,15,5.306623,10.956468,394.867094,1932,KIE_GDY,1
71,168,27,7.918995,17.843995,380.556575,1144,KIE_GDY,1
70,88,12,3.762044,9.675124,1330.250755,11331,KIE_GDY,0
71,151,23,8.3,11.793376,397.647378,1838,KIE_GDY,1
71,125,22,7.4,13.112247,394.759578,1616,KIE_GDY,1
71,125,22,7.1,11.220952,393.204533,1857,KIE_GDY,1
79,151,24,7.8,13.424177,394.860651,1599,KIE_GDY,0
70,140,20,7.19,12.884514,386.493994,1569,KIE_GDY,1
71,88,13,4.62,10.57252,472.344826,8257,KIE_GDY,0
79,93,15,4.2,11.123459,378.689339,1867,KIE_GDY,1
71,148,23,8.02,13.305255,549.814444,5568,KIE_GDY,0
71,148,23,8.342823,15.303427,690.537184,6970,KIE_GDY,0
70,88,13,3.734756,10.859111,364.531299,1903,KIE_GDY,1
71,148,23,8.17483,13.800162,466.315824,8634,KIE_GDY,0
70,88,13,4.21457,11.073185,465.414853,4530,KIE_GDY,0
79,151,24,8.1,10.511382,411.864299,2096,KIE_GDY,0
