TotalDistance,Duration,Direct
397.806371,1560,1
371.21979,2155,1
1372.530814,13045,0
395.197249,1437,1
381.46723,2231,1
370.628652,1405,1
399.278522,1564,1
410.174573,2264,0
358.624155,1296,1
529.23329,5204,0
384.630473,1330,1
389.583541,1866,1
397.120841,1433,1
373.420341,1992,1
1329.307466,11331,0
401.282147,2200,1
437.317633,7710,0
387.801411,1837,1
389.304857,1888,1
434.006909,3185,0
394.497444,2424,1
381.828944,1909,1
384.739942,1953,1
459.344077,2840,0
386.585471,2151,1
450.005766,2723,0
393.881022,1925,1
385.692626,1599,1
383.198429,1880,1
513.583483,3485,0
396.941039,2079,1
386.690872,1448,1
401.45276,2403,1
388.066932,1300,1
405.869934,2584,1
199.101439,2594,1
400.041079,1382,0
377.40697,1796,1
390.141241,2291,1
386.914737,2152,1
392.97736,1345,1
398.04864,2432,1
390.023649,1518,1
393.317097,1669,1
436.7326,3392,0
410.496008,2162,1
380.412674,2244,1
401.1833,2172,1
377.875818,1587,1
427.550354,10681,0
515.258768,4559,0
388.868798,2352,1
406.167023,1835,1
365.116914,1936,1
398.267753,2190,1
392.052295,2044,1
385.291527,2402,1
373.545268,2531,1
622.305348,6630,0
1145.791334,7427,0
395.74738,1820,1
399.067807,2232,1
395.699398,1448,1
388.09895,2241,1
391.288311,2048,1
386.136277,1815,1
396.420289,1560,1
504.263029,3131,0
397.246665,1563,1
391.170863,2047,1
371.21979,2155,1
380.318781,2694,1
378.068339,1881,1
467.369383,3397,0
394.065339,1616,1
385.083814,1451,1
391.12218,1838,1
393.032683,1565,0
388.415909,1980,1
1380.49762,15898,0
401.941993,1902,0
549.900894,5546,0
395.033792,1439,1
508.267862,8098,0
690.537184,6946,0
461.824126,8608,0
401.486916,1519,0
381.698657,2095,1
402.365014,2241,1
412.439539,1963,0
410.244595,2888,1
411.864299,2071,0
398.115696,2523,0
545.033335,2838,0
399.728135,1507,0
566.188101,2732,0
532.328858,3465,0
527.040737,2959,0
407.251425,1968,0
513.629088,2794,0
583.245827,3304,0
412.750735,2394,0
525.781318,3268,0
397.639094,1764,0
530.135225,2710,0
411.273773,2024,0
402.694986,2158,1
386.825137,2605,1
393.74604,1492,1
389.291793,2125,1
392.899612,4191,1
386.447196,1790,1
387.218099,1985,1
540.61952,2921,0
456.601469,3123,0
388.367729,2243,1
399.938767,2371,1
381.022716,2271,1
423.754408,2283,1
184.613097,12178,1
408.129871,3112,0
393.936637,2996,0
402.686736,1994,0
408.294768,2159,0
374.087143,1801,1
388.725043,1365,1
377.778212,2219,1
371.976907,2216,1
404.521607,1618,1
482.852719,5353,0
392.072737,2480,1
394.260045,2157,1
371.626672,2527,1
409.96462,2140,1
375.620741,2995,1
384.91203,1777,1
398.636947,1894,1
131.81299,511,1
135.413293,518,1
137.1054,671,1
130.497703,614,1
128.850066,425,1
130.437446,426,1
130.882997,456,1
128.020212,581,1
131.133115,585,1
118.604912,1557,1
132.886897,547,1
106.878083,536,1
130.166151,466,1
127.973109,450,1
128.62066,440,1
130.774007,454,1
128.951077,457,1
129.240814,516,1
130.030624,528,1
130.875933,510,1
132.312293,510,1
129.284244,489,1
130.719748,442,1
113.292455,1432,1
128.138694,423,1
129.685761,434,1
129.829422,470,1
169.01969,241,0
102.166286,1962,1
130.302314,486,1
121.947339,424,1
128.187545,492,1
133.167791,473,1
129.982386,553,1
131.617333,505,1
143.267757,743,1
130.811999,524,1
132.301361,525,1
134.184165,501,1
129.439591,651,1
133.63536,486,1
130.861934,460,1
123.110256,1857,1
127.608049,457,1
129.383189,408,1
131.898169,591,1
132.273237,503,1
131.46179,463,1
132.502008,497,1
114.289488,505,1
132.272676,531,1
137.795284,644,1
131.323521,452,1
130.048138,442,1
116.496139,861,1
129.655673,440,1
131.368259,447,1
129.313811,454,1
128.813283,573,1
131.696383,523,1
131.144505,510,1
133.39862,523,1
131.08314,549,1
122.166325,553,1
130.529208,545,1
129.556745,539,1
134.40738,610,1
130.361473,540,1
131.199626,556,1
129.432748,532,1
130.558088,522,1
134.997039,647,1
124.941242,470,1
131.615212,571,1
131.331041,518,1
131.128673,524,1
136.542412,551,1
134.54432,563,1
133.258463,638,1
135.617226,547,1
132.257817,514,1
130.124029,523,1
130.551699,543,1
132.570065,538,1
131.015912,648,1
130.919102,547,1
134.267064,523,1
134.94425,466,1
136.01036,645,1
130.130632,432,1
113.138621,861,1
130.539551,513,1
123.159559,492,1
128.776912,488,1
132.880683,414,1
132.637107,513,1
132.072326,633,1
133.71072,462,1
132.499977,463,1
128.921913,437,1
124.737753,430,1
128.922247,432,1
127.188167,566,1
124.933543,491,1
125.298019,507,1
125.579293,504,1
129.708546,517,1
128.626994,499,1
128.960321,511,1
131.19817,488,1
134.556066,515,1
131.317515,625,1
123.975752,456,1
125.076456,423,1
125.244602,490,1
125.274613,536,1
124.974707,549,1
126.468434,517,1
123.463242,503,1
120.910824,480,1
127.121377,604,1
125.763278,454,1
122.085668,608,1
129.530309,449,1
130.738717,458,1
130.894754,417,1
130.659766,420,1
123.95224,485,1
129.821386,420,1
106.63282,445,1
129.678249,435,1
132.782434,531,1
130.703353,494,1
132.519992,760,1
128.039591,545,1
127.963313,539,1
125.639181,477,1
132.8705,531,1
133.215153,617,1
130.903652,451,1
130.765764,422,1
131.069899,443,1
131.50787,436,1
131.881955,471,1
132.340628,601,1
136.073224,578,1
133.528429,551,1
131.155534,531,1
135.530257,530,1
138.515828,605,1
133.333754,533,1
130.753628,537,1
132.131552,529,1
128.106847,523,1
140.705073,636,1
129.34581,535,1
131.334137,515,1
129.736493,527,1
132.734688,529,1
136.209118,633,1
131.179001,460,1
128.692925,446,1
129.591699,450,1
130.047665,452,1
126.804822,444,1
127.853798,577,1
133.178482,551,1
130.091904,532,1
133.902948,530,1
134.239229,528,1
131.894356,517,1
131.717774,600,1
133.457094,561,1
135.624377,510,1
135.029121,533,1
129.543289,540,1
143.899199,649,1
130.247649,499,1
128.018879,508,1
522.605402,5228,0
127.104478,628,1
129.799103,555,1
101.748531,782,1
130.605409,535,1
128.86541,459,1
129.931036,552,1
348.977404,11834,0
131.557297,519,1
133.925571,520,1
129.109656,504,1
129.338053,535,1
129.118895,540,1
131.394172,559,1
130.585031,540,1
129.24746,574,1
129.291785,483,1
129.612616,522,1
129.689518,497,1
129.145236,554,1
121.880705,453,1
55.156711,692,1
126.805528,516,1
122.126676,466,1
115.613465,468,1
130.440416,588,1
126.7947,484,1
120.177113,475,1
127.875308,532,1
130.824269,521,1
122.715812,467,1
128.960738,516,1
129.157784,593,1
127.623622,524,1
133.992412,461,1
137.929482,575,1
34.537592,712,1
133.498331,529,1
122.297927,445,1
134.405263,1132,1
130.20785,527,1
130.961964,533,1
130.748808,518,1
131.886358,538,1
142.00731,663,1
137.722432,535,1
40.055554,756,1
131.834289,512,1
131.311284,501,1
130.555214,502,1
126.17825,603,1
130.722821,544,1
129.358372,487,1
132.875211,494,1
129.111341,456,1
129.196217,434,1
129.542597,471,1
128.992432,427,1
129.918295,446,1
131.378569,441,1
126.563361,918,1
132.289119,616,1
131.061938,560,1
130.17984,526,1
132.906034,557,1
130.069351,469,1
132.930384,555,1
135.228379,598,1
130.421451,496,1
132.414659,510,1
133.984959,568,1
133.264425,501,1
130.504811,697,1
132.307538,591,1
130.799877,476,1
131.156869,540,1
135.436451,441,1
134.896821,447,1
134.10781,471,1
130.573273,447,1
106.794672,339,1
131.259873,593,1
131.566206,569,1
128.897322,471,1
129.464124,817,1
128.955161,543,1
128.942757,549,1
130.282565,567,1
127.201252,519,1
136.583715,500,1
130.037351,531,1
128.833039,699,1
126.769315,1071,1
128.259147,455,1
127.360584,446,1
124.232736,518,1
130.452513,413,1
124.323184,430,1
123.49995,506,1
128.349498,419,1
82.981959,740,1
126.327641,503,1
47.690876,4756,1
131.429853,432,1
128.665242,505,1
133.139232,452,1
129.108842,597,1
128.999991,600,1
135.690793,572,1
131.39601,566,1
128.44674,564,1
126.241882,500,1
128.17931,540,1
126.91004,510,1
108.411255,411,1
108.246144,402,1
129.618488,438,1
128.70641,438,1
102.084035,734,1
129.635758,477,1
123.318958,571,1
131.127108,568,1
126.473248,480,1
127.970543,635,1
124.611661,494,1
127.322175,625,1
121.215681,484,1
119.336635,404,1
126.795479,462,1
125.765481,432,1
124.285582,445,1
128.76947,587,1
126.53032,476,1
126.996122,514,1
102.821837,426,1
148.058378,159,0
120.764522,459,1
133.656822,498,1
127.304492,475,1
130.276121,450,1
129.94674,486,1
128.707344,501,1
135.776999,507,1
126.273166,508,1
117.713818,432,1
131.181676,638,1
130.746626,477,1
121.338394,379,1
127.022303,444,1
135.800116,597,1
128.539008,557,1
128.300564,527,1
27.10027,763,1
130.974425,514,1
134.825102,559,1
129.572978,587,1
131.277843,569,1
132.803059,513,1
126.020421,509,1
133.506424,542,1
136.757537,652,1
133.51718,529,1
133.600646,522,1
132.821942,554,1
134.619052,507,1
135.632709,629,1
135.717667,468,1
131.973889,465,1
129.414666,475,1
128.559644,436,1
127.908316,483,1
132.582294,593,1
129.033668,514,1
130.699338,571,1
105.113518,439,1
130.167886,527,1
146.490034,674,1
128.972792,539,1
128.403793,542,1
118.639978,463,1
130.710186,546,1
135.161897,646,1
130.303495,554,1
133.002226,543,1
134.064893,542,1
132.685761,533,1
129.153847,633,1
137.672201,543,1
135.053441,529,1
132.807991,495,1
136.484269,506,1
134.637009,563,1
134.429595,523,1
134.92828,563,1
136.464672,619,1
129.95984,526,1
131.261896,526,1
136.011141,553,1
136.16454,557,1
137.156178,553,1
133.412436,530,1
128.945754,471,1
130.685319,618,1
126.42838,447,1
129.943078,456,1
128.04289,578,1
127.964181,1295,1
128.160853,439,1
125.816551,439,1
128.967111,450,1
135.657534,429,1
130.352516,434,1
120.206807,454,1
134.504815,437,1
133.98129,477,1
134.619648,530,1
125.848255,481,1
129.386217,458,1
135.788667,563,1
124.135924,470,1
133.257329,480,1
57.821474,3030,1
130.185629,884,1
146.376925,952,1
133.188323,899,1
137.616501,619,1
128.822388,765,1
129.052165,928,1
115.162759,9316,1
151.456297,1458,1
110.082611,3750,1
127.039099,816,1
128.064058,873,1
137.116286,505,1
133.218644,2488,1
125.997737,822,1
124.521977,511,1
142.888122,717,1
124.671302,511,1
143.182825,774,1
124.851399,1792,1
132.821747,1734,1
129.742279,497,1
699.390533,14726,0
127.648264,878,1
626.21091,13196,0
130.074525,861,1
125.588818,525,1
124.729068,493,1
110.780936,432,1
127.877045,543,1
173.451801,5145,1
122.415294,697,1
125.001239,451,1
120.329732,2577,1
103.31599,588,1
139.261267,82,1
126.854752,531,1
139.684421,1282,1
179.682407,883,1
121.656911,764,1
126.393196,499,1
127.782184,990,1
120.811495,1216,1
162.619411,1396,1
113.9805,613,1
119.34457,622,1
127.67213,1768,1
132.327089,562,1
130.49028,660,1
123.525813,870,1
115.782445,477,1
120.911907,2151,1
106.054804,430,1
100.303071,1402,1
135.308594,864,1
135.181145,484,1
134.379117,615,1
121.771961,558,1
64.644843,1824,1
128.411359,504,1
161.166807,752,1
122.195464,576,1
156.856495,677,1
139.222865,527,1
119.342645,430,1
143.230128,906,1
153.67304,651,1
452.029261,6257,0
157.784068,679,1
160.225376,691,1
120.113392,496,1
162.069469,690,1
120.470761,531,1
158.909509,631,1
178.128443,14555,1
121.718305,558,1
119.19237,531,1
160.046864,712,1
136.824771,1432,1
99.501298,218,1
162.683555,635,1
157.402833,674,1
156.650044,659,1
136.581099,604,1
109.200328,829,1
124.059005,593,1
157.299289,238,1
128.894297,746,1
160.462642,658,1
154.35438,668,1
136.212403,621,1
160.633453,870,1
153.655196,642,1
117.57409,532,1
107.030498,484,1
133.04839,573,1
159.939145,650,1
146.669116,1006,1
136.991892,722,1
124.659784,442,1
123.845842,466,1
123.473733,429,1
139.823191,701,1
139.547699,918,1
126.545457,610,1
131.999962,1120,1
144.282367,887,1
126.841411,492,1
136.700397,845,1
126.939863,840,1
109.559566,705,1
122.621643,489,1
129.357997,1171,1
127.085538,469,1
140.310153,822,1
127.273881,619,1
124.451475,642,1
164.316124,1529,1
121.289685,454,1
122.026403,882,1
130.375615,994,1
129.169094,518,1
132.419768,544,1
120.822,1456,1
131.942434,714,1
160.726992,1043,1
146.622318,898,1
129.511613,780,1
126.684268,670,1
182.138633,1277,1
136.309399,549,1
156.97709,706,1
145.228056,862,1
127.564616,593,1
137.043637,753,1
154.790911,943,1
122.155635,481,1
123.93763,558,1
149.480552,1022,1
128.097857,535,1
125.064534,509,1
20.526443,1773,1
123.851695,1123,1
126.618863,550,1
130.859444,941,1
120.154759,776,1
111.566196,810,1
121.566432,497,1
122.446634,548,1
128.982544,559,1
146.364622,915,1
130.13007,544,1
62.221889,478,1
121.02538,551,1
125.830659,537,1
125.605607,509,1
124.3781,487,1
123.787846,530,1
124.801797,567,1
136.141543,774,1
125.926851,543,1
143.603556,1133,1
124.335884,513,1
122.189038,510,1
125.06175,499,1
127.347002,485,1
127.580015,506,1
124.847784,557,1
126.977421,500,1
120.634092,511,1
124.540319,514,1
127.420589,578,1
126.165603,535,1
138.969945,587,1
122.078087,511,1
128.113713,688,1
122.292858,512,1
128.53694,561,1
125.780909,537,1
121.0079,755,1
183.693648,1793,1
122.966122,13,1
135.443327,1495,1
165.888515,1031,0
148.794645,928,1
141.635545,559,1
126.171538,608,1
126.818264,496,1
125.750733,1439,1
210.945063,4667,0
116.192138,516,1
108.982916,478,1
122.247323,561,1
134.52777,679,1
123.006399,533,1
135.431175,560,0
115.177832,531,1
134.425823,747,1
145.043944,1032,1
121.688873,498,1
142.041732,802,1
124.579431,568,1
126.653018,546,1
157.08846,906,1
125.002309,562,1
124.906529,547,1
126.87264,517,1
122.749837,603,1
896.777867,10019,0
121.724388,455,1
127.92451,568,1
141.58427,897,1
121.621919,458,1
120.656438,457,1
120.873098,490,1
120.234769,499,1
124.022507,537,1
125.50544,500,1
125.047774,488,1
125.537728,476,1
130.045145,544,1
130.011706,518,1
123.428991,499,1
127.523112,510,1
127.464846,487,1
116.889576,495,1
124.176419,512,1
110.719776,978,1
124.317869,868,1
125.838081,546,1
141.395516,821,1
125.379597,626,1
124.873943,558,1
120.500699,524,1
122.903921,564,1
124.892173,528,1
124.535036,566,1
129.909965,547,1
121.348953,503,1
126.490608,509,1
106.296704,445,1
121.953524,549,1
122.749109,546,1
124.157814,555,1
124.759975,543,1
124.014932,515,1
122.926351,539,1
125.575884,552,1
126.538333,524,1
128.91008,539,1
123.100687,494,1
121.419637,549,1
124.756581,509,1
123.184459,546,1
124.415716,552,1
124.605097,473,1
128.448531,539,1
122.270623,540,1
127.409424,543,1
126.046668,523,1
123.145968,545,1
126.95355,587,1
121.630234,562,1
127.875065,1332,1
121.411288,537,1
116.704815,529,1
122.655368,532,1
125.357269,561,1
125.2516,558,1
130.799127,489,1
123.697448,547,1
123.093201,547,1
126.577135,555,1
123.148858,510,1
121.524522,593,1
117.505408,488,1
98.614133,474,1
116.980436,523,1
120.506898,504,1
121.709465,499,1
127.297881,525,1
126.512783,481,1
120.161876,569,1
114.236074,540,1
118.465796,405,1
119.3033,543,1
124.528809,877,1
117.856126,527,1
116.034048,558,1
118.793455,549,1
120.460307,538,1
121.019777,566,1
118.803754,519,1
122.458054,1231,1
120.236719,503,1
123.52446,537,1
125.261182,533,1
124.802858,561,1
122.878055,524,1
105.52845,438,1
121.97322,553,1
122.004834,575,1
120.144626,505,1
120.900633,516,1
120.093461,560,1
124.539043,535,1
123.359793,558,1
126.263827,497,1
122.479792,559,1
126.428529,537,1
122.213737,537,1
124.283345,483,1
123.302704,513,1
132.023731,568,1
124.339581,533,1
126.299579,525,1
128.970697,536,1
126.856693,561,1
124.381808,525,1
121.144759,517,1
123.758796,515,1
123.134055,499,1
123.807093,539,1
132.061931,1825,1
126.41168,579,1
129.034171,552,1
122.2917,557,1
98.446257,453,1
125.062726,556,1
123.092345,559,1
120.996791,538,1
121.615066,566,1
119.448065,569,1
125.821339,563,1
109.199003,1112,1
123.907047,508,1
121.347647,510,1
128.261282,538,1
130.164625,542,1
121.459928,554,1
123.397018,505,1
126.423068,497,1
130.416945,519,1
121.839343,502,1
126.768755,510,1
121.010359,565,1
122.00965,537,1
122.843618,430,1
128.775245,515,1
122.446261,510,1
121.850419,582,1
129.909308,594,1
121.129071,521,1
123.2399,556,1
129.876881,510,1
122.354782,522,1
128.242065,575,1
126.43607,503,1
121.628548,485,1
131.830713,530,1
131.242663,2781,1
133.610017,758,1
138.965441,1017,1
123.814471,800,1
131.134198,721,1
132.461773,566,1
132.946265,656,1
142.298769,532,1
132.730978,872,1
131.06308,742,1
122.198444,479,1
129.11795,737,1
130.553976,899,1
247.259099,506,0
132.195919,1012,1
128.940445,538,1
134.940192,1664,1
130.276937,456,1
134.955067,521,1
130.742274,1028,1
124.763237,537,1
130.562826,483,1
128.718039,1002,1
134.713607,575,1
138.638649,589,1
127.817185,528,1
131.317057,544,1
124.889659,512,1
123.576158,544,1
125.38323,584,1
123.596339,536,1
125.88464,530,1
130.174837,895,1
122.650753,570,1
128.48943,512,1
122.90471,557,1
122.387867,576,1
123.40818,528,1
117.812962,551,1
120.217165,530,1
126.780696,540,1
112.899957,478,1
123.385885,577,1
125.15988,547,1
123.575198,538,1
131.733008,528,1
120.693648,536,1
107.242096,475,1
120.438676,572,1
120.814141,1949,1
107.725133,470,1
119.492416,789,1
121.794451,567,1
123.98403,547,1
126.615093,506,1
209.462791,636,1
129.065403,561,1
127.479958,614,1
116.442449,554,1
118.016623,525,1
118.932154,493,1
106.294121,456,1
116.50159,1142,1
117.925609,540,1
120.782467,516,1
125.044651,530,1
121.910263,528,1
125.708566,572,1
121.414224,471,1
117.634194,547,1
120.005217,525,1
126.445138,547,1
121.337569,415,1
134.943389,545,1
124.774082,559,1
122.179525,487,1
121.397742,778,1
119.153203,461,1
123.757708,485,1
130.544182,1268,1
130.614027,554,1
124.563706,491,1
124.563706,491,1
124.563706,491,1
126.768755,510,1
126.768755,510,1
133.810548,555,1
122.103983,492,1
123.116046,1098,1
353.338938,6892,1
456.237154,5433,0
127.941437,511,1
454.176385,8871,0
132.269103,568,1
0,17,1
149.156609,2700,1
133.234369,528,1
128.110459,513,1
122.637926,898,1
122.838425,487,1
156.560577,146,1
123.276436,459,1
136.990273,542,1
123.693651,594,1
130.577162,579,1
145.334889,2392,1
137.610439,976,1
125.008747,538,1
133.756742,553,1
130.510323,819,1
120.891654,536,1
121.153368,465,1
132.151917,2218,1
156.450568,1370,1
138.957808,535,1
138.957808,535,1
138.957808,535,1
119.719434,566,1
122.305692,607,1
123.532293,521,1
129.335906,753,1
131.459672,705,1
223.737904,3384,0
128.216114,532,1
119.654632,461,1
121.300315,472,1
133.088243,734,1
122.943108,474,1
120.330256,564,1
122.301379,560,1
126.05501,1820,1
122.921553,468,1
122.187024,579,1
420.444324,2972,0
124.97673,575,1
121.358253,480,1
122.498029,469,1
131.614167,1787,1
128.455445,585,1
123.358384,493,1
125.556473,469,1
121.722527,533,1
125.474123,537,1
132.989765,576,1
124.146909,431,1
123.823192,445,1
108.373209,2798,1
703.033671,7959,0
126.943764,441,1
122.275602,471,1
456.386354,5673,0
138.419046,597,1
121.034915,519,1
123.299291,535,1
124.693414,511,1
127.619653,527,1
115.450491,404,1
616.571533,6707,0
123.701032,565,1
129.368755,504,1
126.871997,547,1
132.268339,524,1
130.1738,729,1
129.993712,726,1
125.107718,536,1
134.063962,546,1
142.007103,850,1
132.863496,537,1
122.981547,526,1
133.285878,744,1
122.98863,523,1
130.770216,921,1
121.027999,507,1
134.514696,838,1
121.642194,490,1
921.021618,13164,0
125.813574,565,1
125.549552,532,1
129.191255,481,1
124.988362,565,1
126.823043,507,1
123.717418,489,1
124.964102,516,1
125.366648,568,1
117.758161,701,1
126.30946,546,1
133.007176,535,1
125.297092,608,1
123.888748,529,1
126.101692,533,1
121.625045,487,1
125.91989,524,1
140.844157,947,1
125.281285,571,1
126.566163,503,1
123.197869,503,1
100.675519,381,1
122.284425,533,1
122.354006,559,1
123.526999,513,1
132.390941,542,1
122.208389,517,1
132.525505,734,1
127.748403,468,1
125.095376,589,1
121.870598,546,1
122.818292,547,1
125.227977,540,1
130.446443,552,1
128.72362,1517,1
117.411366,913,1
123.63099,580,1
124.055255,536,1
123.362631,522,1
126.132699,535,1
124.534801,546,1
119.188677,506,1
124.585662,553,1
119.430371,486,1
122.338914,634,1
127.053907,547,1
145.748757,860,1
124.599269,574,1
122.66964,2097,1
124.249063,547,1
134.832356,591,1
122.72809,543,1
126.85133,543,1
126.854298,624,1
126.770208,539,1
215.672105,4236,0
124.636759,508,1
108.636734,3300,1
126.424015,548,1
117.800989,1153,1
126.911736,734,1
120.010657,506,1
124.150195,549,1
124.628954,532,1
118.545329,622,1
119.441388,504,1
127.150065,474,1
125.059914,1491,1
115.831491,681,1
118.962642,567,1
122.713331,560,1
14.53099,749,1
119.999576,517,1
135.570563,554,1
121.56189,513,1
101.376374,1513,1
121.237276,479,1
122.540481,547,1
128.743808,578,1
123.42533,533,1
121.429301,514,1
108.737285,460,1
122.086396,537,1
129.033877,472,1
125.669408,650,1
162.10137,2709,1
881.957729,12104,0
129.686394,1038,1
134.232389,1234,1
390.388948,13775,0
647.314193,7450,0
145.201135,928,1
124.284791,743,1
147.33917,2898,1
119.32539,439,1
961.397552,12419,0
131.403551,797,1
348.493636,4802,0
131.484236,435,1
131.132531,463,1
130.476731,461,1
147.356086,149,1
133.174243,749,1
128.887867,749,1
184.739212,8872,1
129.236061,1087,1
133.538446,1967,1
131.348009,746,1
131.38487,815,1
131.758141,914,1
132.088356,1797,1
128.816165,741,1
128.263349,731,1
129.476797,737,1
132.086459,413,1
134.413379,592,1
127.802921,758,1
129.278133,768,1
127.633012,453,1
130.595431,534,1
129.475741,536,1
127.136099,742,1
127.539759,2070,1
123.663045,429,1
124.220311,773,1
130.430771,1124,1
129.405676,737,1
133.727644,755,1
124.477503,2498,1
127.508825,494,1
136.712926,877,1
128.506941,549,1
123.25758,758,1
132.494603,486,1
129.930529,2080,1
144.808472,720,1
114.259028,507,1
264.761576,4597,1
130.88396,750,1
130.811991,426,1
133.993589,1023,1
134.956219,744,1
130.863023,576,1
131.394023,808,1
131.897171,1811,1
133.55815,1007,1
134.678525,474,1
131.190425,623,1
129.977364,830,1
143.281742,934,1
118.525638,480,1
131.052359,747,1
132.975921,476,1
133.688179,529,1
129.257793,2645,1
124.011199,768,1
135.96219,465,1
131.843121,441,1
134.492255,433,1
135.8606,461,1
135.180028,447,1
130.997473,433,1
137.494992,1294,1
133.838628,430,1
130.231987,486,1
135.569675,463,1
130.501991,909,1
492.887163,8529,0
117.9823,605,1
120.450813,1263,1
127.869282,563,1
135.523287,947,1
133.421396,501,1
126.152408,29,1
229.203327,2249,1
125.941581,729,1
129.335906,451,1
998.176448,12449,0
134.680222,476,1
133.088243,522,1
128.49907,625,1
98.193795,415,1
129.568907,414,1
131.242663,633,1
133.610017,547,1
147.881904,1986,1
140.388973,539,1
132.576037,488,1
138.489221,520,1
130.871576,447,1
131.9655,451,1
130.915125,421,1
131.835462,477,1
132.461773,566,1
130.556077,485,1
131.240352,929,1
128.886457,1798,1
325.563032,8427,1
132.943564,760,1
143.267757,4412,1
131.333092,524,1
128.885727,532,1
134.063962,546,1
132.863496,537,1
130.030202,551,1
134.514696,544,1
132.730978,596,1
131.388922,472,1
130.322303,447,1
127.762155,441,1
138.159177,621,1
130.553976,437,1
193.589339,12642,1
129.022476,489,1
247.259099,506,0
132.195919,532,1
134.940192,671,1
130.742274,452,1
130.54146,423,1
130.562826,483,1
128.718039,496,1
132.390941,542,1
132.525505,546,1
129.955167,473,1
130.740842,440,1
131.132531,463,1
130.476731,461,1
133.174243,464,1
128.887867,460,1
129.236061,492,1
131.348009,532,1
133.33543,538,1
131.38487,533,1
130.27867,646,1
130.886512,410,1
136.935197,857,1
129.743429,431,1
128.198994,441,1
129.83221,466,1
130.535847,488,1
129.476797,438,1
132.086459,413,1
130.512372,501,1
127.802921,412,1
129.278133,477,1
173.180138,333,1
130.595431,534,1
129.475741,536,1
127.136099,534,1
127.240454,627,1
127.539759,460,1
126.911736,431,1
129.633118,486,1
129.405676,531,1
133.252178,488,1
129.261569,617,1
125.832718,438,1
123.595604,597,1
127.150065,474,1
124.477503,557,1
115.831491,495,1
127.14691,532,1
123.814041,555,1
128.645377,563,1
127.508825,494,1
128.506941,549,1
101.966272,441,1
129.8927,499,1
130.395564,649,1
129.930529,487,1
114.917975,351,1
133.545503,461,1
114.259028,478,1
134.319113,532,1
134.501314,477,1
130.88396,413,1
130.811991,426,1
133.993589,458,1
132.430691,528,1
132.297874,578,1
131.394023,566,1
131.897171,471,1
130.064098,490,1
133.55815,480,1
134.678525,474,1
131.190425,623,1
128.771002,527,1
129.977364,535,1
130.321837,517,1
129.471001,531,1
118.525638,480,1
131.12374,450,1
131.052359,462,1
132.975921,476,1
129.257793,447,1
135.259325,471,1
131.843121,441,1
134.492255,433,1
135.8606,461,1
133.745814,489,1
135.180028,447,1
130.997473,433,1
129.356831,531,1
132.854245,507,1
133.838628,430,1
130.231987,486,1
135.569675,463,1
130.501991,644,1
134.926925,413,1
132.590331,448,1
130.72832,431,1
127.898349,593,1
133.906613,563,1
129.961398,530,1
127.890164,876,1
130.498409,507,1
135.582421,664,1
134.323152,488,1
132.571644,469,1
126.663407,501,1
126.064815,1730,1
134.85771,1465,1
117.779038,527,1
123.815607,622,1
122.969444,488,1
119.71119,568,1
815.391042,5893,0
134.444678,665,1
129.788086,509,1
129.496642,650,1
128.840318,557,1
113.602918,481,1
128.588496,532,1
120.755568,464,1
128.490863,469,1
127.440831,488,1
128.926878,461,1
125.557211,473,1
130.182997,622,1
137.542956,447,1
138.64585,459,1
132.989318,542,1
133.318207,459,1
134.972593,537,1
134.839719,452,1
812.473587,10768,0
872.663445,12585,0
349.311135,7460,1
148.102663,5578,1
814.36075,11973,0
959.704266,13792,0
929.409876,11108,0
131.085075,499,1
128.368575,539,1
127.957847,556,1
108.788363,444,1
119.719647,468,1
107.382253,448,1
126.157585,500,1
118.03266,499,1
128.521429,513,1
126.919038,498,1
119.707058,445,1
134.361683,524,1
131.260442,537,1
134.927302,599,1
129.547463,550,1
131.035463,547,1
130.961372,538,1
136.349334,528,1
130.131128,500,1
127.917931,515,1
128.988097,497,1
100.58118,725,1
131.308157,542,1
130.069623,524,1
133.512508,539,1
131.991716,549,1
130.195871,551,1
128.999999,557,1
125.810602,507,1
34.194666,720,1
128.385183,531,1
116.686422,496,1
120.094705,459,1
127.560982,513,1
32.149679,743,1
31.003024,744,1
128.791853,566,1
116.071214,479,1
130.276831,472,1
130.454085,426,1
130.218786,541,1
129.377833,638,1
128.732671,501,1
122.364991,468,1
128.692003,465,1
129.803847,553,1
129.773878,495,1
132.819802,540,1
129.073335,448,1
128.42007,535,1
128.714093,585,1
121.94776,469,1
127.657127,506,1
126.770512,451,1
126.861479,513,1
131.739115,524,1
131.068017,497,1
134.541859,534,1
134.195116,460,1
131.539352,520,1
128.975992,453,1
134.558564,552,1
133.79705,477,1
134.328811,502,1
129.126139,439,1
129.774489,540,1
128.734072,485,1
129.861802,524,1
131.339032,582,1
129.458083,472,1
133.303987,433,1
101.188024,763,1
125.641517,500,1
128.973538,502,1
118.916869,494,1
129.102979,551,1
134.921973,463,1
118.438071,352,1
134.650674,430,1
130.725904,429,1
135.438471,546,1
112.409866,430,1
129.704801,506,1
128.134984,444,1
128.776511,471,1
148.457198,654,1
131.657223,444,1
130.54576,449,1
132.602552,452,1
127.669625,406,1
129.90179,541,1
129.770368,462,1
128.061829,488,1
145.516227,785,1
130.19607,424,1
131.393963,434,1
130.472189,431,1
171.119012,508,1
136.239314,620,1
137.358958,485,1
